timestamp_unix,timestamp_utc,timestamp_ist,pm2_5,pm10,temp_c,humidity,co,no,no2,o3,so2,nh3,AQI_PM25,AQI_PM10,AQI,AQI_Category
1764414000,2025-11-29 11:00:00,2025-11-29 16:30:00,11.68,12.69,,,178.64,0.02,4.2,72.99,2.57,0.17,19.46666666666667,12.69,19.46666666666667,Good
1764417600,2025-11-29 12:00:00,2025-11-29 17:30:00,11.5,12.4,,,179.44,0.0,4.64,73.71,2.44,0.16,19.166666666666668,12.4,19.166666666666668,Good
1764421200,2025-11-29 13:00:00,2025-11-29 18:30:00,11.44,12.28,,,180.25,0.0,4.75,74.63,2.17,0.16,19.066666666666666,12.28,19.066666666666666,Good
1764424800,2025-11-29 14:00:00,2025-11-29 19:30:00,11.68,12.53,,,180.9,0.0,4.49,74.96,2.0,0.17,19.46666666666667,12.53,19.46666666666667,Good
1764428400,2025-11-29 15:00:00,2025-11-29 20:30:00,11.76,12.59,,,181.07,0.0,4.21,74.58,1.89,0.17,19.6,12.59,19.6,Good
1764432000,2025-11-29 16:00:00,2025-11-29 21:30:00,11.75,12.54,,,180.07,0.0,3.86,74.38,1.79,0.16,19.583333333333336,12.54,19.583333333333336,Good
1764435600,2025-11-29 17:00:00,2025-11-29 22:30:00,11.38,12.13,,,179.6,0.0,3.55,74.3,1.69,0.16,18.96666666666667,12.13,18.96666666666667,Good
1764439200,2025-11-29 18:00:00,2025-11-29 23:30:00,11.2,11.85,,,177.36,0.0,3.27,73.79,1.55,0.14,18.666666666666668,11.85,18.666666666666668,Good
1764442800,2025-11-29 19:00:00,2025-11-30 00:30:00,10.87,11.39,,,172.62,0.0,2.9,73.02,1.44,0.11,18.116666666666667,11.39,18.116666666666667,Good
1764446400,2025-11-29 20:00:00,2025-11-30 01:30:00,10.24,10.69,,,166.95,0.0,2.44,72.23,1.33,0.11,17.066666666666666,10.69,17.066666666666666,Good
1764450000,2025-11-29 21:00:00,2025-11-30 02:30:00,9.55,9.94,,,161.83,0.0,2.02,71.77,1.23,0.1,15.916666666666668,9.94,15.916666666666668,Good
1764453600,2025-11-29 22:00:00,2025-11-30 03:30:00,9.37,9.75,,,159.64,0.0,1.77,72.26,1.21,0.11,15.616666666666665,9.75,15.616666666666665,Good
1764457200,2025-11-29 23:00:00,2025-11-30 04:30:00,9.43,9.82,,,159.66,0.0,1.66,72.7,1.26,0.12,15.716666666666667,9.82,15.716666666666667,Good
1764460800,2025-11-30 00:00:00,2025-11-30 05:30:00,9.49,9.88,,,161.68,0.0,1.69,72.73,1.33,0.13,15.816666666666668,9.88,15.816666666666668,Good
1764464400,2025-11-30 01:00:00,2025-11-30 06:30:00,9.59,10.04,,,166.28,0.0,1.88,72.27,1.45,0.15,15.983333333333334,10.04,15.983333333333334,Good
1764468000,2025-11-30 02:00:00,2025-11-30 07:30:00,9.83,10.45,,,174.02,0.0,2.48,70.83,1.76,0.19,16.383333333333333,10.45,16.383333333333333,Good
1764471600,2025-11-30 03:00:00,2025-11-30 08:30:00,10.48,11.24,,,181.12,0.01,3.47,68.78,2.13,0.22,17.46666666666667,11.24,17.46666666666667,Good
1764475200,2025-11-30 04:00:00,2025-11-30 09:30:00,11.07,11.85,,,183.23,0.04,4.18,67.49,2.42,0.22,18.450000000000003,11.85,18.450000000000003,Good
1764478800,2025-11-30 05:00:00,2025-11-30 10:30:00,11.4,12.18,,,183.68,0.07,4.54,66.99,2.64,0.23,19.0,12.18,19.0,Good
1764482400,2025-11-30 06:00:00,2025-11-30 11:30:00,11.38,12.11,,,182.96,0.1,4.63,67.27,2.84,0.23,18.96666666666667,12.11,18.96666666666667,Good
1764486000,2025-11-30 07:00:00,2025-11-30 12:30:00,11.15,11.82,,,181.56,0.14,4.53,68.37,2.95,0.22,18.583333333333336,11.82,18.583333333333336,Good
1764489600,2025-11-30 08:00:00,2025-11-30 13:30:00,10.55,11.16,,,179.45,0.14,4.45,68.96,2.96,0.21,17.583333333333336,11.16,17.583333333333336,Good
1764493200,2025-11-30 09:00:00,2025-11-30 14:30:00,9.71,10.32,,,177.8,0.14,4.45,68.86,2.96,0.21,16.183333333333337,10.32,16.183333333333337,Good
1764496800,2025-11-30 10:00:00,2025-11-30 15:30:00,8.92,9.53,,,177.59,0.12,4.71,68.65,3.18,0.22,14.866666666666667,9.53,14.866666666666667,Good
1764500400,2025-11-30 11:00:00,2025-11-30 16:30:00,8.33,8.93,,,179.21,0.08,5.4,67.73,3.4,0.23,13.883333333333335,8.93,13.883333333333335,Good
1764504000,2025-11-30 12:00:00,2025-11-30 17:30:00,7.92,8.52,,,181.6,0.02,6.2,67.28,3.48,0.24,13.200000000000001,8.52,13.200000000000001,Good
1764507600,2025-11-30 13:00:00,2025-11-30 18:30:00,7.78,8.54,,,185.01,0.0,6.47,66.77,3.17,0.29,12.966666666666667,8.54,12.966666666666667,Good
1764511200,2025-11-30 14:00:00,2025-11-30 19:30:00,7.81,8.85,,,188.49,0.0,6.1,66.78,3.05,0.35,13.016666666666666,8.85,13.016666666666666,Good
1764514800,2025-11-30 15:00:00,2025-11-30 20:30:00,7.85,9.1,,,190.03,0.0,5.44,67.21,3.03,0.39,13.083333333333334,9.1,13.083333333333334,Good
1764518400,2025-11-30 16:00:00,2025-11-30 21:30:00,8.06,9.51,,,191.7,0.0,4.96,66.47,2.92,0.44,13.433333333333335,9.51,13.433333333333335,Good
1764522000,2025-11-30 17:00:00,2025-11-30 22:30:00,8.22,9.88,,,196.62,0.0,4.88,64.12,2.83,0.48,13.700000000000001,9.88,13.700000000000001,Good
1764525600,2025-11-30 18:00:00,2025-11-30 23:30:00,8.12,9.81,,,200.88,0.0,4.97,60.94,2.8,0.47,13.533333333333333,9.81,13.533333333333333,Good
1764529200,2025-11-30 19:00:00,2025-12-01 00:30:00,7.85,9.38,,,204.37,0.0,5.01,56.79,2.58,0.41,13.083333333333334,9.38,13.083333333333334,Good
1764532800,2025-11-30 20:00:00,2025-12-01 01:30:00,7.8,9.4,,,210.79,0.0,5.04,51.61,2.41,0.4,13.0,9.4,13.0,Good
1764536400,2025-11-30 21:00:00,2025-12-01 02:30:00,8.04,9.81,,,217.84,0.0,5.12,46.4,2.41,0.41,13.399999999999999,9.81,13.399999999999999,Good
1764540000,2025-11-30 22:00:00,2025-12-01 03:30:00,8.52,10.48,,,224.67,0.0,5.28,41.9,2.53,0.42,14.2,10.48,14.2,Good
1764543600,2025-11-30 23:00:00,2025-12-01 04:30:00,8.91,11.0,,,228.61,0.0,5.37,38.98,2.66,0.42,14.850000000000001,11.0,14.850000000000001,Good
1764547200,2025-12-01 00:00:00,2025-12-01 05:30:00,9.12,11.24,,,230.26,0.0,5.44,37.63,2.83,0.42,15.2,11.24,15.2,Good
1764550800,2025-12-01 01:00:00,2025-12-01 06:30:00,9.11,11.22,,,231.79,0.0,5.7,37.72,3.16,0.61,15.183333333333334,11.22,15.183333333333334,Good
1764554400,2025-12-01 02:00:00,2025-12-01 07:30:00,8.75,11.07,,,238.2,0.14,6.36,38.16,3.65,0.83,14.583333333333334,11.07,14.583333333333334,Good
1764558000,2025-12-01 03:00:00,2025-12-01 08:30:00,8.2,10.72,,,244.48,0.87,6.67,40.75,4.54,0.95,13.666666666666666,10.72,13.666666666666666,Good
1764561600,2025-12-01 04:00:00,2025-12-01 09:30:00,7.33,9.6,,,233.76,0.95,6.38,48.07,6.02,0.89,12.216666666666667,9.6,12.216666666666667,Good
1764565200,2025-12-01 05:00:00,2025-12-01 10:30:00,7.39,9.34,,,220.93,0.95,5.56,56.28,5.98,0.85,12.316666666666666,9.34,12.316666666666666,Good
1764568800,2025-12-01 06:00:00,2025-12-01 11:30:00,8.32,9.95,,,209.41,0.61,4.5,64.41,5.28,0.76,13.866666666666667,9.95,13.866666666666667,Good
1764572400,2025-12-01 07:00:00,2025-12-01 12:30:00,9.27,10.49,,,200.05,0.33,3.47,72.08,4.28,0.58,15.45,10.49,15.45,Good
1764576000,2025-12-01 08:00:00,2025-12-01 13:30:00,9.91,10.93,,,195.35,0.27,3.26,74.32,3.8,0.54,16.51666666666667,10.93,16.51666666666667,Good
1764579600,2025-12-01 09:00:00,2025-12-01 14:30:00,10.53,11.45,,,193.44,0.26,3.52,74.1,3.61,0.55,17.55,11.45,17.55,Good
1764583200,2025-12-01 10:00:00,2025-12-01 15:30:00,11.53,12.49,,,195.58,0.22,4.17,72.92,3.57,0.63,19.216666666666665,12.49,19.216666666666665,Good
1764586800,2025-12-01 11:00:00,2025-12-01 16:30:00,12.78,13.88,,,204.85,0.14,5.31,71.93,3.59,0.76,21.3,13.88,21.3,Good
1764590400,2025-12-01 12:00:00,2025-12-01 17:30:00,14.69,15.89,,,218.8,0.03,6.45,73.03,3.46,0.81,24.483333333333334,15.89,24.483333333333334,Good
1764594000,2025-12-01 13:00:00,2025-12-01 18:30:00,18.19,19.69,,,237.86,0.0,7.18,75.36,2.98,0.91,30.31666666666667,19.69,30.31666666666667,Good
1764597600,2025-12-01 14:00:00,2025-12-01 19:30:00,22.7,24.79,,,262.97,0.0,7.61,76.76,2.74,1.09,37.833333333333336,24.79,37.833333333333336,Good
1764601200,2025-12-01 15:00:00,2025-12-01 20:30:00,26.35,29.06,,,284.79,0.0,7.5,77.73,2.68,1.22,43.91666666666667,29.06,43.91666666666667,Good
1764604800,2025-12-01 16:00:00,2025-12-01 21:30:00,28.52,31.67,,,298.63,0.0,7.02,77.81,2.67,1.28,47.53333333333333,31.67,47.53333333333333,Good
1764608400,2025-12-01 17:00:00,2025-12-01 22:30:00,30.32,33.76,,,310.18,0.0,6.56,78.49,2.72,1.26,,33.76,33.76,Good
1764612000,2025-12-01 18:00:00,2025-12-01 23:30:00,31.43,34.82,,,316.22,0.0,6.1,79.25,2.75,1.17,51.72655172413793,34.82,51.72655172413793,Satisfactory
1764615600,2025-12-01 19:00:00,2025-12-02 00:30:00,31.16,34.28,,,314.98,0.0,5.6,78.12,2.59,1.1,51.27034482758621,34.28,51.27034482758621,Satisfactory
1764619200,2025-12-01 20:00:00,2025-12-02 01:30:00,30.35,33.38,,,315.05,0.0,5.14,74.4,2.35,1.13,,33.38,33.38,Good
1764622800,2025-12-01 21:00:00,2025-12-02 02:30:00,29.68,32.72,,,314.18,0.0,4.71,70.45,2.22,1.13,49.46666666666667,32.72,49.46666666666667,Good
1764626400,2025-12-01 22:00:00,2025-12-02 03:30:00,29.02,32.12,,,312.28,0.0,4.42,65.82,2.14,1.13,48.36666666666667,32.12,48.36666666666667,Good
1764630000,2025-12-01 23:00:00,2025-12-02 04:30:00,27.8,30.93,,,308.99,0.0,4.29,61.0,2.12,1.14,46.333333333333336,30.93,46.333333333333336,Good
1764633600,2025-12-02 00:00:00,2025-12-02 05:30:00,25.93,29.04,,,306.18,0.0,4.36,56.07,2.19,1.17,43.21666666666667,29.04,43.21666666666667,Good
1764637200,2025-12-02 01:00:00,2025-12-02 06:30:00,24.03,27.15,,,305.22,0.0,4.78,52.02,2.46,1.17,40.050000000000004,27.15,40.050000000000004,Good
1764640800,2025-12-02 02:00:00,2025-12-02 07:30:00,23.21,26.55,,,313.66,0.11,6.09,49.09,3.15,1.18,38.68333333333334,26.55,38.68333333333334,Good
1764644400,2025-12-02 03:00:00,2025-12-02 08:30:00,23.07,26.36,,,321.72,0.33,7.86,49.79,4.33,1.09,38.45,26.36,38.45,Good
1764648000,2025-12-02 04:00:00,2025-12-02 09:30:00,20.79,23.14,,,285.11,0.21,7.41,65.21,6.02,0.56,34.65,23.14,34.65,Good
1764651600,2025-12-02 05:00:00,2025-12-02 10:30:00,18.9,21.01,,,273.73,0.24,6.93,71.96,6.62,0.53,31.5,21.01,31.5,Good
1764655200,2025-12-02 06:00:00,2025-12-02 11:30:00,18.56,20.53,,,272.78,0.26,6.8,75.28,7.27,0.55,30.933333333333334,20.53,30.933333333333334,Good
1764658800,2025-12-02 07:00:00,2025-12-02 12:30:00,18.84,20.61,,,271.15,0.32,7.06,78.08,8.41,0.56,31.400000000000002,20.61,31.400000000000002,Good
1764662400,2025-12-02 08:00:00,2025-12-02 13:30:00,19.2,20.9,,,274.12,0.34,7.27,77.74,8.44,0.63,32.0,20.9,32.0,Good
1764666000,2025-12-02 09:00:00,2025-12-02 14:30:00,18.84,20.52,,,278.25,0.35,7.65,76.95,8.52,0.68,31.400000000000002,20.52,31.400000000000002,Good
1764669600,2025-12-02 10:00:00,2025-12-02 15:30:00,18.41,20.1,,,287.05,0.28,8.77,75.58,8.93,0.73,30.683333333333334,20.1,30.683333333333334,Good
1764673200,2025-12-02 11:00:00,2025-12-02 16:30:00,18.09,19.79,,,301.72,0.12,10.58,72.18,8.96,0.79,30.150000000000002,19.79,30.150000000000002,Good
1764676800,2025-12-02 12:00:00,2025-12-02 17:30:00,17.62,19.33,,,321.15,0.01,11.99,69.22,8.19,0.81,29.36666666666667,19.33,29.36666666666667,Good
1764680400,2025-12-02 13:00:00,2025-12-02 18:30:00,17.01,18.9,,,343.65,0.0,12.84,65.31,7.34,0.93,28.350000000000005,18.9,28.350000000000005,Good
1764684000,2025-12-02 14:00:00,2025-12-02 19:30:00,17.06,19.49,,,369.43,0.0,13.36,61.55,6.95,1.14,28.433333333333334,19.49,28.433333333333334,Good
1764687600,2025-12-02 15:00:00,2025-12-02 20:30:00,17.82,20.84,,,391.9,0.0,13.23,58.48,6.97,1.28,29.700000000000003,20.84,29.700000000000003,Good
1764691200,2025-12-02 16:00:00,2025-12-02 21:30:00,19.06,22.43,,,408.38,0.01,12.86,54.38,6.38,1.37,31.766666666666666,22.43,31.766666666666666,Good
1764694800,2025-12-02 17:00:00,2025-12-02 22:30:00,20.7,24.3,,,426.7,0.01,12.64,49.77,5.63,1.43,34.5,24.3,34.5,Good
1764698400,2025-12-02 18:00:00,2025-12-02 23:30:00,22.21,25.57,,,437.14,0.01,12.49,45.82,5.15,1.4,37.01666666666667,25.57,37.01666666666667,Good
1764702000,2025-12-02 19:00:00,2025-12-03 00:30:00,23.68,26.36,,,434.17,0.0,12.0,42.83,4.92,1.24,39.46666666666667,26.36,39.46666666666667,Good
1764705600,2025-12-02 20:00:00,2025-12-03 01:30:00,25.5,27.68,,,428.38,0.0,11.22,39.76,5.03,1.08,42.5,27.68,42.5,Good
1764709200,2025-12-02 21:00:00,2025-12-03 02:30:00,28.29,30.12,,,423.06,0.0,10.56,37.54,5.58,0.82,47.15,30.12,47.15,Good
1764712800,2025-12-02 22:00:00,2025-12-03 03:30:00,31.84,33.48,,,417.52,0.0,10.43,35.94,5.88,0.57,52.419310344827586,33.48,52.419310344827586,Satisfactory
1764716400,2025-12-02 23:00:00,2025-12-03 04:30:00,35.57,37.23,,,420.11,0.0,10.64,33.52,5.7,0.61,58.721724137931034,37.23,58.721724137931034,Satisfactory
1764720000,2025-12-03 00:00:00,2025-12-03 05:30:00,39.05,40.74,,,421.99,0.0,10.84,32.53,5.55,0.71,64.60172413793103,40.74,64.60172413793103,Satisfactory
1764723600,2025-12-03 01:00:00,2025-12-03 06:30:00,40.82,42.55,,,419.04,0.0,11.0,33.52,6.52,0.7,67.59241379310345,42.55,67.59241379310345,Satisfactory
1764727200,2025-12-03 02:00:00,2025-12-03 07:30:00,40.28,42.35,,,423.5,0.02,11.43,35.31,6.97,0.68,66.68,42.35,66.68,Satisfactory
1764730800,2025-12-03 03:00:00,2025-12-03 08:30:00,37.8,40.21,,,428.31,0.15,11.99,38.46,6.85,0.64,62.48965517241379,40.21,62.48965517241379,Satisfactory
1764734400,2025-12-03 04:00:00,2025-12-03 09:30:00,33.79,35.88,,,404.93,0.1,12.03,48.67,7.87,0.32,55.71413793103448,35.88,55.71413793103448,Satisfactory
1764738000,2025-12-03 05:00:00,2025-12-03 10:30:00,30.47,32.39,,,386.37,0.08,11.69,55.28,8.5,0.25,,32.39,32.39,Good
1764741600,2025-12-03 06:00:00,2025-12-03 11:30:00,28.6,30.38,,,374.89,0.09,11.25,59.25,8.97,0.25,47.66666666666667,30.38,47.66666666666667,Good
1764745200,2025-12-03 07:00:00,2025-12-03 12:30:00,26.72,28.24,,,354.18,0.1,11.91,64.18,11.27,0.11,44.53333333333333,28.24,44.53333333333333,Good
1764748800,2025-12-03 08:00:00,2025-12-03 13:30:00,26.13,27.56,,,341.19,0.16,11.76,65.96,11.02,0.19,43.55,27.56,43.55,Good
1764752400,2025-12-03 09:00:00,2025-12-03 14:30:00,25.15,26.52,,,326.57,0.2,11.03,67.38,9.67,0.24,41.916666666666664,26.52,41.916666666666664,Good
1764756000,2025-12-03 10:00:00,2025-12-03 15:30:00,23.72,25.08,,,315.53,0.13,10.47,67.29,8.0,0.34,39.53333333333333,25.08,39.53333333333333,Good
1764759600,2025-12-03 11:00:00,2025-12-03 16:30:00,22.27,23.72,,,311.1,0.04,10.51,65.32,6.95,0.48,37.11666666666667,23.72,37.11666666666667,Good
1764763200,2025-12-03 12:00:00,2025-12-03 17:30:00,20.69,22.25,,,309.59,0.0,10.75,63.58,6.07,0.6,34.483333333333334,22.25,34.483333333333334,Good
1764766800,2025-12-03 13:00:00,2025-12-03 18:30:00,18.87,20.87,,,320.08,0.0,11.42,59.01,5.04,0.93,31.450000000000003,20.87,31.450000000000003,Good
1764770400,2025-12-03 14:00:00,2025-12-03 19:30:00,17.88,20.89,,,347.69,0.0,12.32,52.17,4.26,1.48,29.8,20.89,29.8,Good
1764774000,2025-12-03 15:00:00,2025-12-03 20:30:00,17.56,21.62,,,373.62,0.0,12.38,46.69,4.02,1.93,29.266666666666666,21.62,29.266666666666666,Good
1764777600,2025-12-03 16:00:00,2025-12-03 21:30:00,17.19,21.98,,,389.24,0.0,11.69,42.5,3.61,2.29,28.650000000000002,21.98,28.650000000000002,Good
1764781200,2025-12-03 17:00:00,2025-12-03 22:30:00,16.78,22.13,,,403.6,0.0,11.16,39.17,3.3,2.64,27.96666666666667,22.13,27.96666666666667,Good
1764784800,2025-12-03 18:00:00,2025-12-03 23:30:00,16.02,21.07,,,411.6,0.0,10.94,36.21,3.12,2.85,26.7,21.07,26.7,Good
1764788400,2025-12-03 19:00:00,2025-12-04 00:30:00,14.92,19.08,,,404.04,0.0,10.33,33.8,2.82,2.69,24.866666666666667,19.08,24.866666666666667,Good
1764792000,2025-12-03 20:00:00,2025-12-04 01:30:00,14.05,17.44,,,393.46,0.0,8.97,31.76,2.25,2.17,23.416666666666668,17.44,23.416666666666668,Good
1764795600,2025-12-03 21:00:00,2025-12-04 02:30:00,13.49,16.31,,,384.77,0.0,7.82,30.77,1.95,1.78,22.483333333333334,16.31,22.483333333333334,Good
1764799200,2025-12-03 22:00:00,2025-12-04 03:30:00,13.5,15.91,,,383.39,0.0,7.4,29.44,2.03,1.54,22.5,15.91,22.5,Good
1764802800,2025-12-03 23:00:00,2025-12-04 04:30:00,13.96,16.13,,,385.64,0.0,7.42,27.68,2.2,1.38,23.26666666666667,16.13,23.26666666666667,Good
1764806400,2025-12-04 00:00:00,2025-12-04 05:30:00,14.97,16.97,,,383.74,0.0,7.74,27.16,2.43,1.18,24.950000000000003,16.97,24.950000000000003,Good
1764810000,2025-12-04 01:00:00,2025-12-04 06:30:00,16.3,18.36,,,375.9,0.0,8.49,27.66,2.72,0.98,27.166666666666668,18.36,27.166666666666668,Good
1764813600,2025-12-04 02:00:00,2025-12-04 07:30:00,17.8,20.67,,,381.18,0.31,9.77,25.21,3.15,1.05,29.666666666666668,20.67,29.666666666666668,Good
1764817200,2025-12-04 03:00:00,2025-12-04 08:30:00,18.75,22.41,,,378.89,0.95,9.56,25.5,3.97,1.03,31.25,22.41,31.25,Good
1764820800,2025-12-04 04:00:00,2025-12-04 09:30:00,18.75,22.36,,,331.15,0.95,8.62,32.39,6.05,0.54,31.25,22.36,31.25,Good
1764824400,2025-12-04 05:00:00,2025-12-04 10:30:00,18.59,21.98,,,298.2,0.95,7.76,41.02,6.58,0.48,30.983333333333334,21.98,30.983333333333334,Good
1764828000,2025-12-04 06:00:00,2025-12-04 11:30:00,19.43,22.41,,,267.18,0.95,6.45,55.58,6.69,0.44,32.38333333333333,22.41,32.38333333333333,Good
1764831600,2025-12-04 07:00:00,2025-12-04 12:30:00,17.39,19.41,,,219.57,0.86,4.11,70.31,5.28,0.33,28.983333333333334,19.41,28.983333333333334,Good
1764835200,2025-12-04 08:00:00,2025-12-04 13:30:00,15.31,16.82,,,200.53,0.51,3.27,74.89,4.16,0.36,25.51666666666667,16.82,25.51666666666667,Good
1764838800,2025-12-04 09:00:00,2025-12-04 14:30:00,13.23,14.52,,,193.46,0.42,3.29,73.91,3.66,0.37,22.05,14.52,22.05,Good
1764842400,2025-12-04 10:00:00,2025-12-04 15:30:00,11.86,13.11,,,195.83,0.41,4.08,70.53,3.75,0.44,19.766666666666666,13.11,19.766666666666666,Good
1764846000,2025-12-04 11:00:00,2025-12-04 16:30:00,11.35,12.65,,,205.57,0.34,5.67,65.84,3.89,0.53,18.916666666666668,12.65,18.916666666666668,Good
1764849600,2025-12-04 12:00:00,2025-12-04 17:30:00,10.66,11.95,,,215.95,0.11,7.62,61.2,3.71,0.55,17.76666666666667,11.95,17.76666666666667,Good
1764853200,2025-12-04 13:00:00,2025-12-04 18:30:00,10.58,11.97,,,224.76,0.0,8.69,58.12,3.31,0.58,17.633333333333333,11.97,17.633333333333333,Good
1764856800,2025-12-04 14:00:00,2025-12-04 19:30:00,11.68,13.45,,,237.25,0.0,8.99,57.38,3.27,0.67,19.46666666666667,13.45,19.46666666666667,Good
1764860400,2025-12-04 15:00:00,2025-12-04 20:30:00,13.77,15.96,,,251.36,0.0,8.92,57.74,3.41,0.75,22.95,15.96,22.95,Good
1764864000,2025-12-04 16:00:00,2025-12-04 21:30:00,16.27,18.89,,,264.97,0.0,8.64,57.72,3.35,0.83,27.116666666666667,18.89,27.116666666666667,Good
1764867600,2025-12-04 17:00:00,2025-12-04 22:30:00,19.15,22.32,,,283.56,0.0,8.61,56.54,3.26,0.93,31.916666666666664,22.32,31.916666666666664,Good
1764871200,2025-12-04 18:00:00,2025-12-04 23:30:00,22.4,25.96,,,299.49,0.0,8.64,55.25,3.22,0.94,37.333333333333336,25.96,37.333333333333336,Good
1764874800,2025-12-04 19:00:00,2025-12-05 00:30:00,25.48,29.16,,,306.74,0.0,8.29,54.32,3.12,0.87,42.46666666666667,29.16,42.46666666666667,Good
1764878400,2025-12-04 20:00:00,2025-12-05 01:30:00,28.58,32.49,,,310.39,0.0,7.46,54.51,3.06,0.83,47.63333333333333,32.49,47.63333333333333,Good
1764882000,2025-12-04 21:00:00,2025-12-05 02:30:00,31.43,35.67,,,312.99,0.0,6.53,55.09,3.0,0.82,51.72655172413793,35.67,51.72655172413793,Satisfactory
1764885600,2025-12-04 22:00:00,2025-12-05 03:30:00,33.55,37.9,,,313.89,0.0,5.8,55.67,3.03,0.8,55.30862068965517,37.9,55.30862068965517,Satisfactory
1764889200,2025-12-04 23:00:00,2025-12-05 04:30:00,33.79,37.72,,,312.29,0.0,5.22,56.26,2.96,0.76,55.71413793103448,37.72,55.71413793103448,Satisfactory
1764892800,2025-12-05 00:00:00,2025-12-05 05:30:00,32.04,35.18,,,305.47,0.0,4.8,57.46,2.83,0.72,52.757241379310344,35.18,52.757241379310344,Satisfactory
1764896400,2025-12-05 01:00:00,2025-12-05 06:30:00,28.8,31.14,,,293.64,0.0,4.61,59.52,2.8,0.68,48.0,31.14,48.0,Good
1764900000,2025-12-05 02:00:00,2025-12-05 07:30:00,26.24,28.29,,,290.22,0.02,5.28,60.92,2.92,0.71,43.733333333333334,28.29,43.733333333333334,Good
1764903600,2025-12-05 03:00:00,2025-12-05 08:30:00,25.2,27.19,,,290.36,0.2,6.34,63.7,3.27,0.75,42.0,27.19,42.0,Good
1764907200,2025-12-05 04:00:00,2025-12-05 09:30:00,26.22,28.25,,,268.33,0.32,5.71,76.16,3.63,0.61,43.7,28.25,43.7,Good
1764910800,2025-12-05 05:00:00,2025-12-05 10:30:00,29.13,31.81,,,256.43,0.32,4.84,85.59,3.83,0.61,48.55,31.81,48.55,Good
1764914400,2025-12-05 06:00:00,2025-12-05 11:30:00,32.47,36.15,,,251.63,0.27,4.16,92.61,4.02,0.61,53.48379310344827,36.15,53.48379310344827,Satisfactory
1764918000,2025-12-05 07:00:00,2025-12-05 12:30:00,34.87,39.81,,,249.1,0.18,3.46,99.73,3.99,0.54,57.53896551724137,39.81,57.53896551724137,Satisfactory
1764921600,2025-12-05 08:00:00,2025-12-05 13:30:00,36.73,43.54,,,246.62,0.12,3.18,102.69,3.94,0.47,60.68172413793103,43.54,60.68172413793103,Satisfactory
1764925200,2025-12-05 09:00:00,2025-12-05 14:30:00,38.85,47.66,,,247.17,0.08,3.2,104.45,4.04,0.41,64.26379310344828,47.66,64.26379310344828,Satisfactory
1764928800,2025-12-05 10:00:00,2025-12-05 15:30:00,40.91,50.89,,,253.5,0.05,3.48,106.77,3.94,0.39,67.74448275862068,,67.74448275862068,Satisfactory
1764932400,2025-12-05 11:00:00,2025-12-05 16:30:00,43.38,53.71,,,265.62,0.03,4.15,108.23,4.1,0.4,71.91793103448276,53.71,71.91793103448276,Satisfactory
1764936000,2025-12-05 12:00:00,2025-12-05 17:30:00,45.15,55.04,,,283.21,0.01,5.04,109.64,4.21,0.39,74.90862068965517,55.04,74.90862068965517,Satisfactory
1764939600,2025-12-05 13:00:00,2025-12-05 18:30:00,45.71,55.31,,,300.21,0.0,5.56,110.18,4.3,0.39,75.8548275862069,55.31,75.8548275862069,Satisfactory
1764943200,2025-12-05 14:00:00,2025-12-05 19:30:00,46.92,56.74,,,317.74,0.0,5.67,110.23,4.65,0.39,77.8993103448276,56.74,77.8993103448276,Satisfactory
1764946800,2025-12-05 15:00:00,2025-12-05 20:30:00,49.03,59.23,,,334.63,0.0,5.5,110.23,5.0,0.32,81.46448275862069,59.23,81.46448275862069,Satisfactory
1764950400,2025-12-05 16:00:00,2025-12-05 21:30:00,51.2,61.17,,,346.23,0.0,5.11,109.7,5.02,0.23,85.13103448275862,61.17,85.13103448275862,Satisfactory
1764954000,2025-12-05 17:00:00,2025-12-05 22:30:00,54.49,64.38,,,360.28,0.0,4.86,109.64,4.82,0.18,90.69,64.38,90.69,Satisfactory
1764957600,2025-12-05 18:00:00,2025-12-05 23:30:00,58.82,68.88,,,373.06,0.0,4.59,110.46,4.51,0.1,98.00620689655173,68.88,98.00620689655173,Satisfactory
1764961200,2025-12-05 19:00:00,2025-12-06 00:30:00,64.15,74.12,,,382.46,0.0,4.11,112.04,4.31,0.06,111.75344827586208,74.12,111.75344827586208,Moderate
1764964800,2025-12-05 20:00:00,2025-12-06 01:30:00,70.4,80.34,,,392.01,0.0,3.32,115.9,4.03,0.03,133.0896551724138,80.34,133.0896551724138,Moderate
1764968400,2025-12-05 21:00:00,2025-12-06 02:30:00,76.5,86.55,,,399.91,0.0,2.69,120.83,3.91,0.01,153.91379310344828,86.55,153.91379310344828,Moderate
1764972000,2025-12-05 22:00:00,2025-12-06 03:30:00,82.21,92.23,,,404.46,0.0,2.31,125.65,4.32,0.0,173.4065517241379,92.23,173.4065517241379,Moderate
1764975600,2025-12-05 23:00:00,2025-12-06 04:30:00,87.71,97.66,,,405.2,0.0,2.09,129.5,4.57,0.0,192.18241379310342,97.66,192.18241379310342,Moderate
1764979200,2025-12-06 00:00:00,2025-12-06 05:30:00,92.62,102.67,,,402.14,0.0,2.0,131.45,4.68,0.0,206.53034482758622,102.10959731543625,206.53034482758622,Poor
1764982800,2025-12-06 01:00:00,2025-12-06 06:30:00,95.98,106.72,,,393.67,0.0,2.09,131.62,4.37,0.0,218.00068965517244,104.80053691275168,218.00068965517244,Poor
