timestamp_unix,timestamp_utc,timestamp_ist,pm2_5,pm10,temp_c,humidity,co,no,no2,o3,so2,nh3,AQI_PM25,AQI_PM10,AQI,AQI_Category
1755986400,2025-08-23 22:00:00,2025-08-24 03:30:00,16.98,21.32,,,297.41,0.01,13.63,19.32,5.19,6.795,28.3,21.32,28.3,Good
1755990000,2025-08-23 23:00:00,2025-08-24 04:30:00,16.57,20.66,,,292.55,0.01,12.83,17.48,4.76,6.795,27.616666666666667,20.66,27.616666666666667,Good
1755993600,2025-08-24 00:00:00,2025-08-24 05:30:00,15.9,19.74,,,284.7,0.02,12.14,15.87,4.33,6.795,26.5,19.74,26.5,Good
1755997200,2025-08-24 01:00:00,2025-08-24 06:30:00,14.44,18.08,,,268.42,0.04,11.32,14.87,4.08,6.795,24.066666666666666,18.08,24.066666666666666,Good
1756000800,2025-08-24 02:00:00,2025-08-24 07:30:00,13.1,16.97,,,260.9,0.95,9.24,15.5,4.24,6.795,21.833333333333332,16.97,21.833333333333332,Good
1756004400,2025-08-24 03:00:00,2025-08-24 08:30:00,11.82,15.89,,,250.87,0.95,6.58,19.73,4.97,6.795,19.700000000000003,15.89,19.700000000000003,Good
1756008000,2025-08-24 04:00:00,2025-08-24 09:30:00,11.35,15.05,,,214.23,0.95,6.03,29.18,8.26,6.795,18.916666666666668,15.05,18.916666666666668,Good
1756011600,2025-08-24 05:00:00,2025-08-24 10:30:00,14.43,18.14,,,196.74,0.95,5.99,43.47,10.44,6.13,24.05,18.14,24.05,Good
1756015200,2025-08-24 06:00:00,2025-08-24 11:30:00,17.95,21.76,,,188.73,0.95,5.94,57.3,11.82,5.89,29.916666666666668,21.76,29.916666666666668,Good
1756018800,2025-08-24 07:00:00,2025-08-24 12:30:00,14.02,17.06,,,174.12,0.95,5.31,54.74,10.46,4.71,23.366666666666667,17.06,23.366666666666667,Good
1756022400,2025-08-24 08:00:00,2025-08-24 13:30:00,12.38,15.06,,,175.29,0.95,4.71,54.39,8.39,4.73,20.633333333333336,15.06,20.633333333333336,Good
1756026000,2025-08-24 09:00:00,2025-08-24 14:30:00,13.84,16.58,,,180.68,0.94,4.37,60.98,7.12,5.24,23.066666666666666,16.58,23.066666666666666,Good
1756029600,2025-08-24 10:00:00,2025-08-24 15:30:00,16.8,19.86,,,190.83,0.68,4.48,69.26,6.81,6.0,28.000000000000004,19.86,28.000000000000004,Good
1756033200,2025-08-24 11:00:00,2025-08-24 16:30:00,20.58,24.11,,,205.07,0.53,5.37,74.51,7.29,6.795,34.3,24.11,34.3,Good
1756036800,2025-08-24 12:00:00,2025-08-24 17:30:00,23.55,27.5,,,218.57,0.35,6.99,74.83,7.81,6.795,39.25,27.5,39.25,Good
1756040400,2025-08-24 13:00:00,2025-08-24 18:30:00,24.95,29.38,,,232.94,0.06,9.18,69.92,7.8,6.795,41.583333333333336,29.38,41.583333333333336,Good
1756044000,2025-08-24 14:00:00,2025-08-24 19:30:00,25.7,31.13,,,264.0,0.0,11.03,63.09,6.98,6.795,42.833333333333336,31.13,42.833333333333336,Good
1756047600,2025-08-24 15:00:00,2025-08-24 20:30:00,25.76,32.06,,,294.24,0.0,12.13,57.64,6.09,6.795,42.93333333333334,32.06,42.93333333333334,Good
1756051200,2025-08-24 16:00:00,2025-08-24 21:30:00,25.36,32.28,,,313.48,0.0,12.57,52.79,5.18,6.795,42.266666666666666,32.28,42.266666666666666,Good
1756054800,2025-08-24 17:00:00,2025-08-24 22:30:00,24.89,32.39,,,330.92,0.01,13.02,48.19,4.65,6.795,41.483333333333334,32.39,41.483333333333334,Good
1756058400,2025-08-24 18:00:00,2025-08-24 23:30:00,23.97,31.65,,,338.76,0.04,13.54,43.61,4.52,6.795,39.95,31.65,39.95,Good
1756062000,2025-08-24 19:00:00,2025-08-25 00:30:00,22.65,30.02,,,331.97,0.05,13.69,39.45,4.88,6.795,37.75,30.02,37.75,Good
1756065600,2025-08-24 20:00:00,2025-08-25 01:30:00,21.78,28.97,,,330.26,0.04,13.7,35.35,5.28,6.795,36.300000000000004,28.97,36.300000000000004,Good
1756069200,2025-08-24 21:00:00,2025-08-25 02:30:00,21.09,28.04,,,327.62,0.03,13.37,32.19,5.6,6.795,35.15,28.04,35.15,Good
1756072800,2025-08-24 22:00:00,2025-08-25 03:30:00,20.34,26.92,,,324.91,0.02,12.76,29.6,5.71,6.795,33.9,26.92,33.9,Good
1756076400,2025-08-24 23:00:00,2025-08-25 04:30:00,19.32,25.44,,,324.18,0.01,11.96,27.28,5.36,6.795,32.2,25.44,32.2,Good
1756080000,2025-08-25 00:00:00,2025-08-25 05:30:00,17.64,23.29,,,321.06,0.01,11.25,24.71,4.76,6.795,29.400000000000002,23.29,29.400000000000002,Good
1756083600,2025-08-25 01:00:00,2025-08-25 06:30:00,14.6,19.73,,,297.76,0.01,10.27,22.75,4.12,6.795,24.333333333333332,19.73,24.333333333333332,Good
1756087200,2025-08-25 02:00:00,2025-08-25 07:30:00,12.04,17.26,,,289.15,0.55,9.78,20.05,3.8,6.795,20.066666666666666,17.26,20.066666666666666,Good
1756090800,2025-08-25 03:00:00,2025-08-25 08:30:00,10.02,15.43,,,283.35,0.95,8.04,21.18,3.95,6.795,16.7,15.43,16.7,Good
1756094400,2025-08-25 04:00:00,2025-08-25 09:30:00,9.01,14.2,,,259.22,0.95,6.61,29.04,6.36,6.795,15.016666666666667,14.2,15.016666666666667,Good
1756098000,2025-08-25 05:00:00,2025-08-25 10:30:00,12.2,17.33,,,243.47,0.95,5.99,46.86,8.56,6.795,20.333333333333332,17.33,20.333333333333332,Good
1756101600,2025-08-25 06:00:00,2025-08-25 11:30:00,19.69,24.72,,,230.84,0.95,5.0,71.92,10.03,6.795,32.81666666666667,24.72,32.81666666666667,Good
1756105200,2025-08-25 07:00:00,2025-08-25 12:30:00,16.37,20.02,,,205.37,0.66,3.81,73.3,8.85,5.03,27.283333333333335,20.02,27.283333333333335,Good
1756108800,2025-08-25 08:00:00,2025-08-25 13:30:00,14.06,17.17,,,201.69,0.44,3.08,73.62,7.39,4.35,23.433333333333334,17.17,23.433333333333334,Good
1756112400,2025-08-25 09:00:00,2025-08-25 14:30:00,15.08,18.26,,,205.86,0.38,2.89,80.25,6.88,4.71,25.133333333333333,18.26,25.133333333333333,Good
1756116000,2025-08-25 10:00:00,2025-08-25 15:30:00,17.98,21.71,,,226.85,0.45,3.86,86.48,6.97,6.24,29.96666666666667,21.71,29.96666666666667,Good
1756119600,2025-08-25 11:00:00,2025-08-25 16:30:00,21.84,26.37,,,258.26,0.51,5.93,88.39,7.41,6.795,36.4,26.37,36.4,Good
1756123200,2025-08-25 12:00:00,2025-08-25 17:30:00,25.97,31.29,,,290.42,0.34,8.88,86.94,7.94,6.795,43.28333333333333,31.29,43.28333333333333,Good
1756126800,2025-08-25 13:00:00,2025-08-25 18:30:00,30.55,36.92,,,330.89,0.05,12.4,82.29,7.88,6.795,,36.92,36.92,Good
1756130400,2025-08-25 14:00:00,2025-08-25 19:30:00,35.08,42.97,,,374.14,0.0,14.21,78.5,7.44,6.795,57.893793103448274,42.97,57.893793103448274,Satisfactory
1756134000,2025-08-25 15:00:00,2025-08-25 20:30:00,38.92,48.29,,,403.07,0.0,14.62,77.44,7.13,6.795,64.38206896551725,48.29,64.38206896551725,Satisfactory
1756137600,2025-08-25 16:00:00,2025-08-25 21:30:00,41.5,51.56,,,404.67,0.01,13.58,79.0,7.21,6.795,68.74137931034483,51.56,68.74137931034483,Satisfactory
1756141200,2025-08-25 17:00:00,2025-08-25 22:30:00,43.98,54.6,,,412.37,0.01,12.89,77.71,7.09,6.795,72.93172413793103,54.6,72.93172413793103,Satisfactory
1756144800,2025-08-25 18:00:00,2025-08-25 23:30:00,45.39,55.9,,,417.67,0.0,12.73,73.78,6.84,6.795,75.31413793103448,55.9,75.31413793103448,Satisfactory
1756148400,2025-08-25 19:00:00,2025-08-26 00:30:00,43.9,52.8,,,362.81,0.0,11.37,73.07,9.61,6.795,72.79655172413793,52.8,72.79655172413793,Satisfactory
1756152000,2025-08-25 20:00:00,2025-08-26 01:30:00,40.65,49.04,,,342.69,0.0,11.61,66.2,11.24,6.795,67.3051724137931,49.04,67.3051724137931,Satisfactory
1756155600,2025-08-25 21:00:00,2025-08-26 02:30:00,35.64,43.99,,,325.01,0.0,11.4,58.72,11.64,6.795,58.84,43.99,58.84,Satisfactory
1756159200,2025-08-25 22:00:00,2025-08-26 03:30:00,30.09,38.56,,,303.47,0.0,10.98,52.29,11.48,6.795,,38.56,38.56,Good
1756162800,2025-08-25 23:00:00,2025-08-26 04:30:00,26.42,34.97,,,291.9,0.0,10.52,47.55,10.56,6.795,44.03333333333334,34.97,44.03333333333334,Good
1756166400,2025-08-26 00:00:00,2025-08-26 05:30:00,24.67,33.28,,,293.8,0.0,10.47,43.72,9.68,6.795,41.116666666666674,33.28,41.116666666666674,Good
1756170000,2025-08-26 01:00:00,2025-08-26 06:30:00,23.94,32.68,,,304.86,0.01,11.1,39.64,9.27,6.795,39.900000000000006,32.68,39.900000000000006,Good
1756173600,2025-08-26 02:00:00,2025-08-26 07:30:00,23.7,32.81,,,327.69,0.64,12.37,35.69,9.91,6.795,39.5,32.81,39.5,Good
1756177200,2025-08-26 03:00:00,2025-08-26 08:30:00,23.32,32.55,,,346.85,0.95,12.72,34.84,11.96,6.795,38.86666666666667,32.55,38.86666666666667,Good
1756180800,2025-08-26 04:00:00,2025-08-26 09:30:00,14.87,20.36,,,263.6,0.95,10.31,40.53,12.97,5.34,24.78333333333333,20.36,24.78333333333333,Good
1756184400,2025-08-26 05:00:00,2025-08-26 10:30:00,9.55,12.95,,,237.23,0.69,7.01,46.52,9.83,3.6,15.916666666666668,12.95,15.916666666666668,Good
1756188000,2025-08-26 06:00:00,2025-08-26 11:30:00,7.69,10.26,,,235.49,0.5,5.58,52.6,8.66,3.21,12.816666666666668,10.26,12.816666666666668,Good
1756191600,2025-08-26 07:00:00,2025-08-26 12:30:00,7.03,9.09,,,239.74,0.45,4.46,60.36,7.91,2.98,11.716666666666667,9.09,11.716666666666667,Good
1756195200,2025-08-26 08:00:00,2025-08-26 13:30:00,7.0,8.72,,,241.96,0.41,3.72,67.21,7.39,2.78,11.666666666666668,8.72,11.666666666666668,Good
1756198800,2025-08-26 09:00:00,2025-08-26 14:30:00,7.08,8.65,,,244.22,0.36,3.52,71.71,7.12,2.71,11.8,8.65,11.8,Good
1756202400,2025-08-26 10:00:00,2025-08-26 15:30:00,7.72,9.57,,,259.79,0.4,4.7,73.5,7.37,3.95,12.866666666666667,9.57,12.866666666666667,Good
1756206000,2025-08-26 11:00:00,2025-08-26 16:30:00,8.92,11.46,,,283.57,0.45,7.33,71.12,8.21,5.96,14.866666666666667,11.46,14.866666666666667,Good
1756209600,2025-08-26 12:00:00,2025-08-26 17:30:00,9.91,13.19,,,307.96,0.35,10.92,65.23,8.99,6.795,16.51666666666667,13.19,16.51666666666667,Good
1756213200,2025-08-26 13:00:00,2025-08-26 18:30:00,11.31,15.55,,,330.46,0.09,14.15,58.86,9.07,6.795,18.85,15.55,18.85,Good
1756216800,2025-08-26 14:00:00,2025-08-26 19:30:00,13.21,18.61,,,354.31,0.03,15.53,54.76,8.7,6.795,22.01666666666667,18.61,22.01666666666667,Good
1756220400,2025-08-26 15:00:00,2025-08-26 20:30:00,15.07,21.44,,,373.69,0.03,15.99,51.36,8.61,6.795,25.116666666666667,21.44,25.116666666666667,Good
1756224000,2025-08-26 16:00:00,2025-08-26 21:30:00,16.47,23.12,,,378.03,0.02,15.79,47.65,8.86,6.795,27.45,23.12,27.45,Good
1756227600,2025-08-26 17:00:00,2025-08-26 22:30:00,16.68,23.33,,,382.24,0.02,16.01,42.66,8.97,6.795,27.8,23.33,27.8,Good
1756231200,2025-08-26 18:00:00,2025-08-26 23:30:00,15.42,21.71,,,380.2,0.01,16.52,36.59,8.84,6.795,25.7,21.71,25.7,Good
1756234800,2025-08-26 19:00:00,2025-08-27 00:30:00,13.48,19.11,,,361.63,0.0,16.24,30.29,7.44,6.795,22.46666666666667,19.11,22.46666666666667,Good
1756238400,2025-08-26 20:00:00,2025-08-27 01:30:00,12.07,17.37,,,347.89,0.0,15.49,24.87,5.67,6.795,20.116666666666667,17.37,20.116666666666667,Good
1756242000,2025-08-26 21:00:00,2025-08-27 02:30:00,10.76,15.65,,,326.25,0.01,14.05,21.3,4.52,6.795,17.933333333333334,15.65,17.933333333333334,Good
1756245600,2025-08-26 22:00:00,2025-08-27 03:30:00,9.45,13.92,,,301.28,0.01,12.51,19.01,3.78,6.795,15.75,13.92,15.75,Good
1756249200,2025-08-26 23:00:00,2025-08-27 04:30:00,8.13,12.11,,,272.46,0.01,10.99,17.91,3.33,6.795,13.550000000000002,12.11,13.550000000000002,Good
1756252800,2025-08-27 00:00:00,2025-08-27 05:30:00,7.0,10.54,,,244.04,0.01,9.69,17.68,3.06,6.795,11.666666666666668,10.54,11.666666666666668,Good
1756256400,2025-08-27 01:00:00,2025-08-27 06:30:00,5.58,8.44,,,204.28,0.01,8.18,19.54,2.96,6.795,9.3,8.44,9.3,Good
1756260000,2025-08-27 02:00:00,2025-08-27 07:30:00,5.49,8.55,,,207.01,0.42,8.3,18.89,3.07,6.795,9.15,8.55,9.15,Good
1756263600,2025-08-27 03:00:00,2025-08-27 08:30:00,5.67,9.19,,,219.64,0.95,8.12,19.49,3.91,6.795,9.450000000000001,9.19,9.450000000000001,Good
1756267200,2025-08-27 04:00:00,2025-08-27 09:30:00,6.36,10.02,,,209.43,0.95,8.28,22.22,9.37,6.795,10.600000000000001,10.02,10.600000000000001,Good
1756270800,2025-08-27 05:00:00,2025-08-27 10:30:00,6.94,10.77,,,196.84,0.95,7.8,28.4,12.08,6.23,11.566666666666668,10.77,11.566666666666668,Good
1756274400,2025-08-27 06:00:00,2025-08-27 11:30:00,8.97,12.92,,,187.1,0.95,7.23,39.5,13.19,5.97,14.950000000000001,12.92,14.950000000000001,Good
1756278000,2025-08-27 07:00:00,2025-08-27 12:30:00,10.23,13.49,,,157.51,0.95,7.21,48.07,13.11,4.53,17.05,13.49,17.05,Good
1756281600,2025-08-27 08:00:00,2025-08-27 13:30:00,8.75,11.61,,,146.29,0.47,7.65,45.01,12.06,4.17,14.583333333333334,11.61,14.583333333333334,Good
1756285200,2025-08-27 09:00:00,2025-08-27 14:30:00,7.37,10.07,,,143.73,0.24,8.34,41.07,11.72,4.19,12.283333333333333,10.07,12.283333333333333,Good
1756288800,2025-08-27 10:00:00,2025-08-27 15:30:00,5.96,8.22,,,144.91,0.2,9.09,37.6,11.54,4.28,9.933333333333334,8.22,9.933333333333334,Good
1756292400,2025-08-27 11:00:00,2025-08-27 16:30:00,4.86,6.65,,,148.07,0.18,9.83,34.36,10.86,4.27,8.100000000000001,6.65,8.100000000000001,Good
1756296000,2025-08-27 12:00:00,2025-08-27 17:30:00,4.47,5.95,,,154.74,0.08,10.61,32.36,9.9,3.98,7.45,5.95,7.45,Good
1756299600,2025-08-27 13:00:00,2025-08-27 18:30:00,5.44,7.27,,,187.75,0.03,13.32,27.92,10.93,4.77,9.066666666666668,7.27,9.066666666666668,Good
1756303200,2025-08-27 14:00:00,2025-08-27 19:30:00,7.38,10.3,,,245.48,0.07,17.24,22.26,11.9,6.13,12.3,10.3,12.3,Good
1756306800,2025-08-27 15:00:00,2025-08-27 20:30:00,9.32,13.46,,,295.17,0.15,19.69,17.97,11.7,6.795,15.533333333333335,13.46,15.533333333333335,Good
1756310400,2025-08-27 16:00:00,2025-08-27 21:30:00,10.64,15.71,,,319.17,0.2,20.09,15.49,9.63,6.795,17.733333333333334,15.71,17.733333333333334,Good
1756314000,2025-08-27 17:00:00,2025-08-27 22:30:00,11.51,17.05,,,327.86,0.21,19.75,14.46,7.76,6.795,19.183333333333334,17.05,19.183333333333334,Good
1756317600,2025-08-27 18:00:00,2025-08-27 23:30:00,12.29,17.78,,,329.2,0.19,19.85,13.04,6.95,6.795,20.483333333333334,17.78,20.483333333333334,Good
1756321200,2025-08-27 19:00:00,2025-08-28 00:30:00,13.03,18.01,,,321.29,0.12,20.04,11.24,6.78,6.59,21.716666666666665,18.01,21.716666666666665,Good
1756324800,2025-08-27 20:00:00,2025-08-28 01:30:00,13.99,18.61,,,309.96,0.07,19.81,9.61,7.19,6.39,23.316666666666666,18.61,23.316666666666666,Good
1756328400,2025-08-27 21:00:00,2025-08-28 02:30:00,14.97,19.34,,,293.8,0.05,19.37,8.49,8.3,6.1,24.950000000000003,19.34,24.950000000000003,Good
1756332000,2025-08-27 22:00:00,2025-08-28 03:30:00,15.72,19.75,,,275.06,0.04,18.96,7.87,9.72,5.55,26.200000000000003,19.75,26.200000000000003,Good
1756335600,2025-08-27 23:00:00,2025-08-28 04:30:00,15.7,19.36,,,266.75,0.05,18.32,7.15,9.49,5.48,26.166666666666668,19.36,26.166666666666668,Good
1756339200,2025-08-28 00:00:00,2025-08-28 05:30:00,14.85,18.07,,,260.87,0.07,17.67,6.62,8.93,5.51,24.75,18.07,24.75,Good
1756342800,2025-08-28 01:00:00,2025-08-28 06:30:00,13.59,16.56,,,255.48,0.15,17.22,6.1,8.71,5.6,22.650000000000002,16.56,22.650000000000002,Good
1756346400,2025-08-28 02:00:00,2025-08-28 07:30:00,12.72,16.02,,,260.24,0.95,15.86,6.84,9.18,6.17,21.200000000000003,16.02,21.200000000000003,Good
1756350000,2025-08-28 03:00:00,2025-08-28 08:30:00,12.33,16.18,,,268.46,0.95,13.05,9.68,10.58,6.73,20.55,16.18,20.55,Good
1756353600,2025-08-28 04:00:00,2025-08-28 09:30:00,11.41,15.24,,,234.01,0.95,10.57,14.9,14.95,5.58,19.01666666666667,15.24,19.01666666666667,Good
1756357200,2025-08-28 05:00:00,2025-08-28 10:30:00,10.47,14.24,,,204.02,0.95,8.98,20.47,15.93,5.01,17.450000000000003,14.24,17.450000000000003,Good
1756360800,2025-08-28 06:00:00,2025-08-28 11:30:00,10.69,14.29,,,181.48,0.95,7.85,28.65,15.63,4.54,17.816666666666666,14.29,17.816666666666666,Good
1756364400,2025-08-28 07:00:00,2025-08-28 12:30:00,8.81,11.35,,,144.24,0.95,6.77,35.35,13.23,3.09,14.683333333333335,11.35,14.683333333333335,Good
1756368000,2025-08-28 08:00:00,2025-08-28 13:30:00,6.21,8.05,,,129.31,0.84,6.52,35.4,11.42,2.75,10.35,8.05,10.35,Good
1756371600,2025-08-28 09:00:00,2025-08-28 14:30:00,5.05,6.61,,,127.93,0.68,6.99,34.72,11.11,2.88,8.416666666666666,6.61,8.416666666666666,Good
1756375200,2025-08-28 10:00:00,2025-08-28 15:30:00,4.99,6.57,,,138.22,0.78,8.28,33.34,12.11,3.7,8.316666666666668,6.57,8.316666666666668,Good
1756378800,2025-08-28 11:00:00,2025-08-28 16:30:00,5.56,7.34,,,156.14,0.83,10.43,30.57,12.78,4.85,9.266666666666666,7.34,9.266666666666666,Good
1756382400,2025-08-28 12:00:00,2025-08-28 17:30:00,6.0,7.92,,,174.42,0.57,13.04,27.06,12.42,5.63,10.0,7.92,10.0,Good
1756386000,2025-08-28 13:00:00,2025-08-28 18:30:00,6.61,9.05,,,196.66,0.12,15.96,22.97,11.26,6.69,11.016666666666667,9.05,11.016666666666667,Good
1756389600,2025-08-28 14:00:00,2025-08-28 19:30:00,7.65,11.08,,,222.17,0.04,17.81,20.42,11.07,6.795,12.750000000000002,11.08,12.750000000000002,Good
1756393200,2025-08-28 15:00:00,2025-08-28 20:30:00,8.84,13.22,,,242.71,0.06,18.55,19.12,11.34,6.795,14.733333333333334,13.22,14.733333333333334,Good
1756396800,2025-08-28 16:00:00,2025-08-28 21:30:00,9.92,14.91,,,254.41,0.06,18.63,17.9,11.41,6.795,16.533333333333335,14.91,16.533333333333335,Good
1756400400,2025-08-28 17:00:00,2025-08-28 22:30:00,11.17,16.62,,,264.64,0.06,18.8,16.67,11.61,6.795,18.616666666666667,16.62,18.616666666666667,Good
1756404000,2025-08-28 18:00:00,2025-08-28 23:30:00,12.39,17.85,,,269.39,0.06,18.95,15.49,11.7,6.795,20.650000000000002,17.85,20.650000000000002,Good
1756407600,2025-08-28 19:00:00,2025-08-29 00:30:00,12.92,17.73,,,262.78,0.03,18.42,14.74,11.04,6.795,21.533333333333335,17.73,21.533333333333335,Good
1756411200,2025-08-28 20:00:00,2025-08-29 01:30:00,12.98,17.18,,,258.41,0.02,17.66,13.81,9.98,6.795,21.633333333333336,17.18,21.633333333333336,Good
1756414800,2025-08-28 21:00:00,2025-08-29 02:30:00,13.01,16.82,,,255.54,0.02,17.33,12.2,9.39,6.795,21.683333333333334,16.82,21.683333333333334,Good
1756418400,2025-08-28 22:00:00,2025-08-29 03:30:00,13.1,16.69,,,254.6,0.03,17.18,10.17,8.89,6.795,21.833333333333332,16.69,21.833333333333332,Good
1756422000,2025-08-28 23:00:00,2025-08-29 04:30:00,13.37,16.88,,,256.43,0.06,17.06,8.16,8.35,6.795,22.28333333333333,16.88,22.28333333333333,Good
1756425600,2025-08-29 00:00:00,2025-08-29 05:30:00,13.65,17.16,,,259.76,0.13,16.97,6.45,8.11,6.795,22.75,17.16,22.75,Good
1756429200,2025-08-29 01:00:00,2025-08-29 06:30:00,14.03,17.83,,,265.99,0.43,17.08,4.84,8.39,6.795,23.383333333333333,17.83,23.383333333333333,Good
1756432800,2025-08-29 02:00:00,2025-08-29 07:30:00,14.93,19.56,,,286.7,0.95,15.44,5.64,9.58,6.795,24.883333333333333,19.56,24.883333333333333,Good
1756436400,2025-08-29 03:00:00,2025-08-29 08:30:00,15.97,21.07,,,297.16,0.95,11.96,9.43,11.94,6.795,26.616666666666667,21.07,26.616666666666667,Good
1756440000,2025-08-29 04:00:00,2025-08-29 09:30:00,14.08,17.77,,,217.56,0.95,12.17,12.09,16.025000000000002,4.24,23.46666666666667,17.77,23.46666666666667,Good
1756443600,2025-08-29 05:00:00,2025-08-29 10:30:00,11.31,14.61,,,188.03,0.95,11.03,15.52,16.025000000000002,3.79,18.85,14.61,18.85,Good
1756447200,2025-08-29 06:00:00,2025-08-29 11:30:00,10.4,13.62,,,175.07,0.95,10.33,21.0,16.025000000000002,3.87,17.333333333333336,13.62,17.333333333333336,Good
1756450800,2025-08-29 07:00:00,2025-08-29 12:30:00,8.53,10.98,,,145.84,0.95,8.67,30.05,15.34,2.94,14.216666666666667,10.98,14.216666666666667,Good
1756454400,2025-08-29 08:00:00,2025-08-29 13:30:00,7.0,8.91,,,134.2,0.95,7.44,35.01,12.42,2.66,11.666666666666668,8.91,11.666666666666668,Good
1756458000,2025-08-29 09:00:00,2025-08-29 14:30:00,6.47,8.22,,,134.04,0.7,7.4,37.92,11.58,2.77,10.783333333333333,8.22,10.783333333333333,Good
1756461600,2025-08-29 10:00:00,2025-08-29 15:30:00,6.82,8.89,,,143.84,0.9,7.56,40.84,11.13,3.68,11.366666666666667,8.89,11.366666666666667,Good
1756465200,2025-08-29 11:00:00,2025-08-29 16:30:00,8.02,10.75,,,161.77,0.95,8.25,43.21,10.96,5.14,13.366666666666667,10.75,13.366666666666667,Good
1756468800,2025-08-29 12:00:00,2025-08-29 17:30:00,9.03,12.29,,,181.53,0.95,10.24,42.93,10.68,6.27,15.049999999999999,12.29,15.049999999999999,Good
1756472400,2025-08-29 13:00:00,2025-08-29 18:30:00,9.73,13.64,,,202.88,0.28,13.82,38.77,10.27,6.795,16.21666666666667,13.64,16.21666666666667,Good
1756476000,2025-08-29 14:00:00,2025-08-29 19:30:00,10.13,14.66,,,223.63,0.0,15.59,35.35,10.08,6.795,16.883333333333336,14.66,16.883333333333336,Good
1756479600,2025-08-29 15:00:00,2025-08-29 20:30:00,10.0,14.84,,,235.98,0.0,15.97,33.11,10.01,6.795,16.666666666666668,14.84,16.666666666666668,Good
1756483200,2025-08-29 16:00:00,2025-08-29 21:30:00,9.31,14.26,,,235.5,0.0,15.28,31.34,9.9,6.795,15.516666666666667,14.26,15.516666666666667,Good
1756486800,2025-08-29 17:00:00,2025-08-29 22:30:00,8.97,14.27,,,242.33,0.0,15.12,28.89,9.43,6.795,14.950000000000001,14.27,14.950000000000001,Good
1756490400,2025-08-29 18:00:00,2025-08-29 23:30:00,8.63,14.01,,,249.88,0.01,15.71,24.87,9.42,6.795,14.383333333333335,14.01,14.383333333333335,Good
1756494000,2025-08-29 19:00:00,2025-08-30 00:30:00,8.19,13.27,,,251.01,0.01,16.29,19.91,9.55,6.795,13.65,13.27,13.65,Good
1756497600,2025-08-29 20:00:00,2025-08-30 01:30:00,7.9,12.66,,,249.85,0.01,16.1,16.11,8.91,6.795,13.166666666666668,12.66,13.166666666666668,Good
1756501200,2025-08-29 21:00:00,2025-08-30 02:30:00,7.49,11.9,,,244.81,0.01,15.01,13.74,7.62,6.795,12.483333333333334,11.9,12.483333333333334,Good
1756504800,2025-08-29 22:00:00,2025-08-30 03:30:00,6.78,10.8,,,233.62,0.01,13.26,12.59,5.97,6.795,11.3,10.8,11.3,Good
1756508400,2025-08-29 23:00:00,2025-08-30 04:30:00,6.14,9.81,,,222.43,0.02,11.56,11.94,4.5,6.795,10.233333333333333,9.81,10.233333333333333,Good
1756512000,2025-08-30 00:00:00,2025-08-30 05:30:00,5.85,9.31,,,214.24,0.02,10.52,11.32,3.59,6.795,9.75,9.31,9.75,Good
1756515600,2025-08-30 01:00:00,2025-08-30 06:30:00,5.98,9.45,,,210.63,0.06,10.26,10.42,3.33,6.795,9.966666666666669,9.45,9.966666666666669,Good
1756519200,2025-08-30 02:00:00,2025-08-30 07:30:00,6.45,10.29,,,214.06,0.95,8.11,12.45,3.64,6.795,10.75,10.29,10.75,Good
1756522800,2025-08-30 03:00:00,2025-08-30 08:30:00,7.14,11.41,,,218.28,0.95,5.88,16.95,4.29,6.795,11.9,11.41,11.9,Good
1756526400,2025-08-30 04:00:00,2025-08-30 09:30:00,7.86,11.7,,,190.19,0.95,5.5,25.42,7.82,6.795,13.100000000000001,11.7,13.100000000000001,Good
1756530000,2025-08-30 05:00:00,2025-08-30 10:30:00,10.59,14.09,,,171.23,0.95,4.96,38.61,8.41,5.94,17.650000000000002,14.09,17.650000000000002,Good
1756533600,2025-08-30 06:00:00,2025-08-30 11:30:00,16.61,19.79,,,157.2,0.95,3.91,56.66,8.62,4.97,27.683333333333334,19.79,27.683333333333334,Good
1756537200,2025-08-30 07:00:00,2025-08-30 12:30:00,16.25,18.5,,,130.75,0.57,2.46,66.92,8.01,3.31,27.083333333333336,18.5,27.083333333333336,Good
1756540800,2025-08-30 08:00:00,2025-08-30 13:30:00,15.65,17.51,,,124.55,0.35,1.87,72.86,7.12,2.93,26.083333333333336,17.51,26.083333333333336,Good
1756544400,2025-08-30 09:00:00,2025-08-30 14:30:00,16.13,17.98,,,127.35,0.31,1.86,78.03,6.81,3.13,26.883333333333333,17.98,26.883333333333333,Good
1756548000,2025-08-30 10:00:00,2025-08-30 15:30:00,17.5,19.57,,,136.89,0.33,2.35,82.59,6.95,3.83,29.166666666666668,19.57,29.166666666666668,Good
1756551600,2025-08-30 11:00:00,2025-08-30 16:30:00,19.17,21.53,,,151.69,0.37,3.44,84.92,7.28,4.87,31.950000000000003,21.53,31.950000000000003,Good
1756555200,2025-08-30 12:00:00,2025-08-30 17:30:00,19.09,21.57,,,165.38,0.29,5.33,81.51,7.45,5.59,31.816666666666666,21.57,31.816666666666666,Good
1756558800,2025-08-30 13:00:00,2025-08-30 18:30:00,17.73,20.44,,,185.69,0.05,8.41,70.57,7.4,6.76,29.55,20.44,29.55,Good
1756562400,2025-08-30 14:00:00,2025-08-30 19:30:00,16.82,20.16,,,213.44,0.0,11.06,59.06,7.37,6.795,28.033333333333335,20.16,28.033333333333335,Good
