timestamp_unix,timestamp_utc,timestamp_ist,pm2_5,pm10,temp_c,humidity,co,no,no2,o3,so2,nh3
1757840400,2025-09-14 09:00:00,2025-09-14 14:30:00,16.64,19.29,,,163.39,0.28,3.82,73.04,7.92,2.38
1757844000,2025-09-14 10:00:00,2025-09-14 15:30:00,19.01,21.91,,,172.91,0.22,4.73,74.86,8.9,2.87
1757847600,2025-09-14 11:00:00,2025-09-14 16:30:00,22.08,25.4,,,190.52,0.2,6.56,74.22,10.36,3.76
1757851200,2025-09-14 12:00:00,2025-09-14 17:30:00,24.97,28.61,,,207.97,0.1,8.87,72.93,11.61,4.56
1757854800,2025-09-14 13:00:00,2025-09-14 18:30:00,27.44,31.46,,,219.42,0.01,10.26,72.43,11.84,5.28
1757858400,2025-09-14 14:00:00,2025-09-14 19:30:00,29.03,33.54,,,224.77,0.0,10.17,73.36,11.39,6.19
1757862000,2025-09-14 15:00:00,2025-09-14 20:30:00,28.95,33.87,,,225.07,0.0,9.54,73.43,10.37,7.2
1757865600,2025-09-14 16:00:00,2025-09-14 21:30:00,26.97,32.2,,,219.58,0.0,8.61,71.23,8.86,7.81
1757869200,2025-09-14 17:00:00,2025-09-14 22:30:00,23.96,29.54,,,214.85,0.0,8.2,66.99,7.84,8.06
1757872800,2025-09-14 18:00:00,2025-09-14 23:30:00,20.45,26.31,,,208.64,0.0,8.23,60.71,7.45,7.86
1757876400,2025-09-14 19:00:00,2025-09-15 00:30:00,17.45,23.45,,,201.42,0.0,8.48,52.67,6.86,7.24
1757880000,2025-09-14 20:00:00,2025-09-15 01:30:00,15.91,22.16,,,202.86,0.0,8.8,44.97,6.16,6.74
1757883600,2025-09-14 21:00:00,2025-09-15 02:30:00,15.19,21.62,,,206.8,0.0,8.98,38.65,5.83,6.39
1757887200,2025-09-14 22:00:00,2025-09-15 03:30:00,15.31,21.8,,,215.66,0.0,9.21,33.37,5.48,6.15
1757890800,2025-09-14 23:00:00,2025-09-15 04:30:00,16.06,22.48,,,228.58,0.0,9.47,29.14,5.06,5.97
1757894400,2025-09-15 00:00:00,2025-09-15 05:30:00,17.12,23.41,,,242.86,0.0,9.84,25.85,4.85,5.88
1757898000,2025-09-15 01:00:00,2025-09-15 06:30:00,17.86,24.08,,,252.0,0.01,10.24,23.63,4.9,5.75
1757901600,2025-09-15 02:00:00,2025-09-15 07:30:00,19.01,25.73,,,272.48,0.57,11.17,21.31,5.53,6.22
1757905200,2025-09-15 03:00:00,2025-09-15 08:30:00,20.31,27.47,,,289.83,2.31,11.29,22.11,7.17,6.45
1757908800,2025-09-15 04:00:00,2025-09-15 09:30:00,20.84,27.42,,,263.25,3.35,11.02,28.22,12.64,4.99
1757912400,2025-09-15 05:00:00,2025-09-15 10:30:00,21.43,27.87,,,248.13,3.63,10.18,37.04,15.43,4.47
1757916000,2025-09-15 06:00:00,2025-09-15 11:30:00,26.34,32.76,,,237.75,2.99,8.99,54.21,16.81,4.26
1757919600,2025-09-15 07:00:00,2025-09-15 12:30:00,20.11,24.6,,,183.28,0.81,8.04,59.32,13.9,2.64
1757923200,2025-09-15 08:00:00,2025-09-15 13:30:00,13.27,16.64,,,155.18,0.25,7.49,55.28,11.54,2.04
1757926800,2025-09-15 09:00:00,2025-09-15 14:30:00,12.18,15.48,,,151.96,0.19,7.85,54.1,11.6,2.07
1757930400,2025-09-15 10:00:00,2025-09-15 15:30:00,13.39,17.02,,,161.04,0.2,9.02,53.57,12.36,2.51
1757934000,2025-09-15 11:00:00,2025-09-15 16:30:00,16.32,20.49,,,178.54,0.23,11.06,52.08,13.49,3.2
1757937600,2025-09-15 12:00:00,2025-09-15 17:30:00,19.87,24.51,,,197.13,0.17,13.66,50.4,14.56,3.81
1757941200,2025-09-15 13:00:00,2025-09-15 18:30:00,23.07,28.12,,,217.31,0.02,15.94,48.52,14.59,4.65
1757944800,2025-09-15 14:00:00,2025-09-15 19:30:00,23.52,28.92,,,233.61,0.0,16.6,46.62,13.82,5.83
1757948400,2025-09-15 15:00:00,2025-09-15 20:30:00,21.24,26.78,,,240.85,0.0,15.81,44.94,12.48,6.79
1757952000,2025-09-15 16:00:00,2025-09-15 21:30:00,17.87,22.86,,,242.94,0.01,14.38,42.42,14.15,6.45
1757955600,2025-09-15 17:00:00,2025-09-15 22:30:00,16.57,21.62,,,261.25,0.01,14.39,37.29,15.72,5.67
1757959200,2025-09-15 18:00:00,2025-09-15 23:30:00,16.59,21.57,,,281.69,0.01,15.29,31.04,17.37,4.81
1757962800,2025-09-15 19:00:00,2025-09-16 00:30:00,16.27,20.02,,,283.27,0.0,15.39,26.34,17.64,3.8
1757966400,2025-09-15 20:00:00,2025-09-16 01:30:00,16.01,18.85,,,286.59,0.0,14.74,23.01,15.22,3.25
1757970000,2025-09-15 21:00:00,2025-09-16 02:30:00,15.42,17.79,,,285.23,0.0,13.61,20.93,12.27,3.15
1757973600,2025-09-15 22:00:00,2025-09-16 03:30:00,14.91,17.21,,,284.24,0.0,12.5,19.23,9.03,3.45
1757977200,2025-09-15 23:00:00,2025-09-16 04:30:00,14.34,16.78,,,285.61,0.01,11.59,17.48,6.57,3.79
1757980800,2025-09-16 00:00:00,2025-09-16 05:30:00,13.5,16.07,,,285.59,0.02,10.98,16.02,5.04,3.96
1757984400,2025-09-16 01:00:00,2025-09-16 06:30:00,12.81,15.72,,,287.65,0.08,10.98,14.53,4.28,4.05
1757988000,2025-09-16 02:00:00,2025-09-16 07:30:00,12.72,16.59,,,302.29,0.95,11.37,13.79,4.38,4.23
1757991600,2025-09-16 03:00:00,2025-09-16 08:30:00,12.97,17.63,,,315.44,3.14,10.76,16.52,5.34,4.45
1757995200,2025-09-16 04:00:00,2025-09-16 09:30:00,12.99,17.33,,,279.9,3.38,11.35,22.49,10.43,3.45
1757998800,2025-09-16 05:00:00,2025-09-16 10:30:00,14.56,19.0,,,269.33,3.35,10.37,31.49,10.89,3.49
1758002400,2025-09-16 06:00:00,2025-09-16 11:30:00,21.81,26.36,,,267.63,2.54,8.99,50.58,10.76,3.59
1758006000,2025-09-16 07:00:00,2025-09-16 12:30:00,19.98,23.53,,,203.55,1.52,6.55,60.95,9.68,2.22
1758009600,2025-09-16 08:00:00,2025-09-16 13:30:00,20.38,23.93,,,197.05,1.24,6.52,63.89,9.44,2.75
1758013200,2025-09-16 09:00:00,2025-09-16 14:30:00,24.93,28.82,,,210.17,1.02,6.88,70.57,9.97,3.42
1758016800,2025-09-16 10:00:00,2025-09-16 15:30:00,32.78,36.96,,,228.49,0.9,7.41,78.02,10.83,3.74
1758020400,2025-09-16 11:00:00,2025-09-16 16:30:00,37.82,42.19,,,246.11,0.86,8.38,82.61,10.95,3.91
1758024000,2025-09-16 12:00:00,2025-09-16 17:30:00,39.83,44.08,,,254.35,0.54,10.15,81.76,11.43,3.65
1758027600,2025-09-16 13:00:00,2025-09-16 18:30:00,40.03,43.96,,,252.9,0.04,11.69,76.19,13.01,3.11
1758031200,2025-09-16 14:00:00,2025-09-16 19:30:00,40.35,44.5,,,276.26,0.0,13.61,67.7,15.32,3.48
1758034800,2025-09-16 15:00:00,2025-09-16 20:30:00,38.04,42.18,,,294.6,0.0,15.6,56.09,18.2,3.42
1758038400,2025-09-16 16:00:00,2025-09-16 21:30:00,33.44,37.44,,,301.53,0.0,17.34,41.93,18.25,3.25
1758042000,2025-09-16 17:00:00,2025-09-16 22:30:00,30.31,34.63,,,313.18,0.01,18.66,31.4,16.0,3.31
1758045600,2025-09-16 18:00:00,2025-09-16 23:30:00,27.58,32.02,,,315.93,0.01,19.14,24.25,13.2,3.29
1758049200,2025-09-16 19:00:00,2025-09-17 00:30:00,25.05,29.25,,,308.39,0.02,18.29,19.4,9.89,3.34
1758052800,2025-09-16 20:00:00,2025-09-17 01:30:00,23.21,27.24,,,302.41,0.03,16.62,16.31,7.34,3.61
1758056400,2025-09-16 21:00:00,2025-09-17 02:30:00,21.95,25.79,,,297.6,0.04,14.88,14.62,5.84,3.98
1758060000,2025-09-16 22:00:00,2025-09-17 03:30:00,21.12,25.1,,,300.85,0.06,13.51,13.1,4.44,4.82
1758063600,2025-09-16 23:00:00,2025-09-17 04:30:00,20.55,24.89,,,311.1,0.1,12.54,11.25,3.25,5.88
1758067200,2025-09-17 00:00:00,2025-09-17 05:30:00,20.24,24.98,,,324.29,0.19,12.1,9.39,2.63,7.01
1758070800,2025-09-17 01:00:00,2025-09-17 06:30:00,20.14,25.37,,,345.59,0.45,12.33,7.41,2.64,7.52
1758074400,2025-09-17 02:00:00,2025-09-17 07:30:00,20.68,27.17,,,391.45,2.82,11.71,7.58,3.29,7.23
1758078000,2025-09-17 03:00:00,2025-09-17 08:30:00,21.13,28.4,,,433.02,5.23,12.14,9.31,4.17,7.19
1758081600,2025-09-17 04:00:00,2025-09-17 09:30:00,17.8,23.29,,,350.05,3.57,13.14,17.48,8.74,5.24
1758085200,2025-09-17 05:00:00,2025-09-17 10:30:00,16.36,21.44,,,323.51,2.89,13.18,19.1,8.41,4.49
1758088800,2025-09-17 06:00:00,2025-09-17 11:30:00,15.96,20.39,,,297.89,2.16,13.4,20.0,8.45,3.75
1758092400,2025-09-17 07:00:00,2025-09-17 12:30:00,12.69,15.13,,,204.52,1.38,11.03,24.13,9.22,1.2
1758096000,2025-09-17 08:00:00,2025-09-17 13:30:00,11.59,13.56,,,179.48,1.29,9.78,27.91,8.89,0.97
1758099600,2025-09-17 09:00:00,2025-09-17 14:30:00,13.75,15.63,,,180.42,1.11,9.81,33.99,8.75,0.94
1758103200,2025-09-17 10:00:00,2025-09-17 15:30:00,17.99,20.08,,,193.72,1.4,10.13,40.37,9.24,1.28
1758106800,2025-09-17 11:00:00,2025-09-17 16:30:00,22.35,24.88,,,216.89,1.91,11.96,41.49,10.81,1.93
1758110400,2025-09-17 12:00:00,2025-09-17 17:30:00,25.31,28.24,,,243.32,1.67,16.64,35.53,12.99,2.48
1758114000,2025-09-17 13:00:00,2025-09-17 18:30:00,27.37,30.64,,,271.03,0.33,23.68,25.19,14.98,2.99
1758117600,2025-09-17 14:00:00,2025-09-17 19:30:00,28.71,32.34,,,297.57,0.11,28.76,17.12,17.22,3.22
1758121200,2025-09-17 15:00:00,2025-09-17 20:30:00,28.99,32.76,,,314.79,0.12,33.82,10.37,20.16,2.95
1758124800,2025-09-17 16:00:00,2025-09-17 21:30:00,28.74,32.88,,,325.9,0.24,36.57,5.33,19.02,2.92
1758128400,2025-09-17 17:00:00,2025-09-17 22:30:00,28.86,33.87,,,346.39,0.58,36.03,2.66,15.81,3.28
1758132000,2025-09-17 18:00:00,2025-09-17 23:30:00,28.08,33.52,,,359.85,1.1,33.28,1.68,12.74,3.58
1758135600,2025-09-17 19:00:00,2025-09-18 00:30:00,26.38,31.77,,,361.99,1.49,29.27,1.54,9.95,3.85
1758139200,2025-09-17 20:00:00,2025-09-18 01:30:00,24.63,30.01,,,362.07,1.64,25.08,1.8,7.73,4.06
1758142800,2025-09-17 21:00:00,2025-09-18 02:30:00,23.17,28.36,,,361.79,1.67,21.4,2.29,6.11,4.24
1758146400,2025-09-17 22:00:00,2025-09-18 03:30:00,21.92,26.93,,,362.13,1.68,18.29,2.75,4.89,4.32
1758150000,2025-09-17 23:00:00,2025-09-18 04:30:00,20.83,25.34,,,361.92,1.62,15.94,2.93,3.94,4.27
1758153600,2025-09-18 00:00:00,2025-09-18 05:30:00,19.99,24.07,,,363.47,1.6,14.4,2.85,3.29,4.22
1758157200,2025-09-18 01:00:00,2025-09-18 06:30:00,19.46,23.75,,,368.71,1.82,13.62,2.64,3.03,4.11
1758160800,2025-09-18 02:00:00,2025-09-18 07:30:00,19.39,24.63,,,386.66,4.71,10.78,5.45,3.35,4.35
1758164400,2025-09-18 03:00:00,2025-09-18 08:30:00,19.39,25.29,,,392.98,7.66,8.96,10.21,4.4,4.66
1758168000,2025-09-18 04:00:00,2025-09-18 09:30:00,15.41,19.0,,,248.52,4.72,8.97,21.57,9.17,1.57
1758171600,2025-09-18 05:00:00,2025-09-18 10:30:00,14.93,17.82,,,203.11,4.36,8.78,26.56,12.03,0.99
1758175200,2025-09-18 06:00:00,2025-09-18 11:30:00,15.68,18.35,,,189.28,4.09,9.24,30.11,13.94,0.88
1758178800,2025-09-18 07:00:00,2025-09-18 12:30:00,15.38,17.73,,,179.52,2.92,9.35,34.18,13.53,1.09
1758182400,2025-09-18 08:00:00,2025-09-18 13:30:00,16.52,18.81,,,180.59,2.15,9.54,38.75,12.87,1.54
1758186000,2025-09-18 09:00:00,2025-09-18 14:30:00,19.45,21.82,,,189.66,1.68,10.15,44.46,13.46,1.82
1758189600,2025-09-18 10:00:00,2025-09-18 15:30:00,23.98,26.54,,,206.83,1.44,11.75,48.45,15.17,2.1
1758193200,2025-09-18 11:00:00,2025-09-18 16:30:00,28.18,30.85,,,229.03,1.22,15.19,47.28,17.8,2.29
1758196800,2025-09-18 12:00:00,2025-09-18 17:30:00,29.27,31.75,,,242.84,0.56,19.68,42.4,19.49,2.27
1758200400,2025-09-18 13:00:00,2025-09-18 18:30:00,27.71,30.11,,,257.58,0.03,22.86,35.48,19.14,2.46
1758204000,2025-09-18 14:00:00,2025-09-18 19:30:00,25.44,28.33,,,282.72,0.01,24.14,28.63,18.05,2.8
1758207600,2025-09-18 15:00:00,2025-09-18 20:30:00,23.77,27.22,,,307.29,0.02,24.34,23.32,16.68,2.93
1758211200,2025-09-18 16:00:00,2025-09-18 21:30:00,23.48,27.35,,,326.37,0.03,23.31,19.75,13.31,3.06
1758214800,2025-09-18 17:00:00,2025-09-18 22:30:00,24.28,28.56,,,343.49,0.03,21.86,17.95,10.27,3.22
1758218400,2025-09-18 18:00:00,2025-09-18 23:30:00,25.0,29.23,,,351.81,0.02,20.43,17.15,8.19,3.22
1758222000,2025-09-18 19:00:00,2025-09-19 00:30:00,25.65,29.77,,,355.18,0.03,18.89,15.89,6.35,3.41
1758225600,2025-09-18 20:00:00,2025-09-19 01:30:00,26.66,31.07,,,365.54,0.04,17.5,13.62,4.97,4.05
1758229200,2025-09-18 21:00:00,2025-09-19 02:30:00,27.53,32.12,,,374.49,0.05,16.17,12.03,4.18,4.67
1758232800,2025-09-18 22:00:00,2025-09-19 03:30:00,28.23,32.71,,,381.53,0.06,15.11,10.9,3.86,4.91
1758236400,2025-09-18 23:00:00,2025-09-19 04:30:00,28.82,32.96,,,385.49,0.06,14.33,10.17,3.64,4.6
1758240000,2025-09-19 00:00:00,2025-09-19 05:30:00,29.53,33.38,,,388.4,0.08,14.07,9.42,3.58,4.22
1758243600,2025-09-19 01:00:00,2025-09-19 06:30:00,30.37,34.26,,,395.07,0.18,14.48,8.22,4.0,3.88
1758247200,2025-09-19 02:00:00,2025-09-19 07:30:00,31.36,36.16,,,418.24,1.44,14.87,7.34,4.81,3.73
1758250800,2025-09-19 03:00:00,2025-09-19 08:30:00,31.94,37.56,,,440.09,4.88,13.5,10.02,5.98,3.64
1758254400,2025-09-19 04:00:00,2025-09-19 09:30:00,28.01,32.48,,,335.76,5.72,11.79,19.26,10.2,1.78
1758258000,2025-09-19 05:00:00,2025-09-19 10:30:00,27.07,31.47,,,301.31,5.98,11.07,25.86,12.07,1.58
1758261600,2025-09-19 06:00:00,2025-09-19 11:30:00,30.09,34.43,,,279.68,5.77,11.39,35.13,15.08,1.25
1758265200,2025-09-19 07:00:00,2025-09-19 12:30:00,33.68,37.69,,,245.56,4.93,11.55,45.58,19.13,0.65
1758268800,2025-09-19 08:00:00,2025-09-19 13:30:00,35.83,39.82,,,231.95,3.83,11.31,52.81,20.33,0.92
1758272400,2025-09-19 09:00:00,2025-09-19 14:30:00,37.29,41.36,,,227.82,3.09,11.34,57.4,20.96,1.32
1758276000,2025-09-19 10:00:00,2025-09-19 15:30:00,37.46,41.62,,,228.69,2.05,13.02,58.21,21.52,1.83
1758279600,2025-09-19 11:00:00,2025-09-19 16:30:00,36.88,41.17,,,232.25,1.23,15.43,57.01,22.01,2.43
1758283200,2025-09-19 12:00:00,2025-09-19 17:30:00,36.29,40.79,,,240.15,0.41,18.69,54.37,22.41,3.04
1758286800,2025-09-19 13:00:00,2025-09-19 18:30:00,36.45,41.1,,,254.4,0.02,21.27,51.22,22.25,3.68
1758290400,2025-09-19 14:00:00,2025-09-19 19:30:00,36.98,41.77,,,272.42,0.0,22.09,48.44,20.84,4.39
1758294000,2025-09-19 15:00:00,2025-09-19 20:30:00,36.24,41.02,,,287.39,0.0,21.64,45.63,18.59,4.89
1758297600,2025-09-19 16:00:00,2025-09-19 21:30:00,34.01,38.59,,,297.44,0.0,20.24,42.08,15.63,5.01
1758301200,2025-09-19 17:00:00,2025-09-19 22:30:00,31.91,36.47,,,311.52,0.0,19.08,38.09,12.81,4.97
1758304800,2025-09-19 18:00:00,2025-09-19 23:30:00,29.52,33.95,,,320.72,0.0,18.18,33.58,10.68,4.78
1758308400,2025-09-19 19:00:00,2025-09-20 00:30:00,26.9,30.91,,,321.27,0.0,17.24,28.5,9.64,4.46
1758312000,2025-09-19 20:00:00,2025-09-20 01:30:00,25.2,28.95,,,320.86,0.0,16.09,23.9,8.74,4.16
1758315600,2025-09-19 21:00:00,2025-09-20 02:30:00,24.66,28.3,,,320.44,0.0,14.94,20.62,8.17,3.84
1758319200,2025-09-19 22:00:00,2025-09-20 03:30:00,25.27,28.8,,,326.35,0.0,14.01,18.19,7.38,3.49
1758322800,2025-09-19 23:00:00,2025-09-20 04:30:00,25.98,29.41,,,336.36,0.0,13.13,16.09,5.95,3.36
1758326400,2025-09-20 00:00:00,2025-09-20 05:30:00,25.87,29.18,,,339.95,0.01,12.35,14.74,4.71,3.42
1758330000,2025-09-20 01:00:00,2025-09-20 06:30:00,24.32,27.44,,,333.83,0.02,11.68,14.05,3.73,3.31
1758333600,2025-09-20 02:00:00,2025-09-20 07:30:00,21.88,25.08,,,327.35,0.4,11.22,13.43,3.22,3.05
1758337200,2025-09-20 03:00:00,2025-09-20 08:30:00,17.48,20.54,,,307.96,1.6,10.0,14.81,3.39,2.71
1758340800,2025-09-20 04:00:00,2025-09-20 09:30:00,12.94,15.33,,,262.05,2.36,8.52,18.4,5.01,1.94
1758344400,2025-09-20 05:00:00,2025-09-20 10:30:00,11.31,13.42,,,236.21,2.59,7.32,22.7,5.62,1.73
1758348000,2025-09-20 06:00:00,2025-09-20 11:30:00,11.0,12.9,,,214.95,2.45,6.39,29.62,6.69,1.58
1758351600,2025-09-20 07:00:00,2025-09-20 12:30:00,11.59,13.41,,,185.27,2.07,5.3,40.33,8.5,1.35
1758355200,2025-09-20 08:00:00,2025-09-20 13:30:00,13.39,15.34,,,170.37,1.38,4.92,48.51,9.63,1.39
1758358800,2025-09-20 09:00:00,2025-09-20 14:30:00,15.08,17.2,,,165.47,0.99,4.83,54.33,10.49,1.51
1758362400,2025-09-20 10:00:00,2025-09-20 15:30:00,16.01,18.29,,,164.39,0.72,5.15,57.83,11.27,1.68
1758366000,2025-09-20 11:00:00,2025-09-20 16:30:00,15.68,18.14,,,165.43,0.46,6.47,55.85,12.34,1.89
1758369600,2025-09-20 12:00:00,2025-09-20 17:30:00,14.68,17.26,,,169.58,0.19,8.87,49.83,13.65,2.17
1758373200,2025-09-20 13:00:00,2025-09-20 18:30:00,14.84,17.89,,,189.8,0.01,12.06,41.89,13.68,3.4
1758376800,2025-09-20 14:00:00,2025-09-20 19:30:00,15.51,19.5,,,223.05,0.01,14.82,33.37,11.76,5.29
1758380400,2025-09-20 15:00:00,2025-09-20 20:30:00,15.02,19.95,,,251.54,0.02,16.02,26.21,9.16,6.48
1758384000,2025-09-20 16:00:00,2025-09-20 21:30:00,13.76,18.85,,,268.09,0.02,15.88,21.21,8.09,6.43
1758387600,2025-09-20 17:00:00,2025-09-20 22:30:00,12.56,17.34,,,279.32,0.02,15.34,18.29,7.68,5.85
1758391200,2025-09-20 18:00:00,2025-09-20 23:30:00,11.35,15.55,,,280.0,0.02,14.47,16.75,6.85,5.2
1758394800,2025-09-20 19:00:00,2025-09-21 00:30:00,10.19,13.5,,,266.87,0.01,13.04,16.39,5.12,4.5
1758398400,2025-09-20 20:00:00,2025-09-21 01:30:00,9.67,12.43,,,258.95,0.01,11.71,16.14,3.74,4.1
1758402000,2025-09-20 21:00:00,2025-09-21 02:30:00,9.44,11.88,,,253.0,0.01,10.55,15.95,2.92,3.79
1758405600,2025-09-20 22:00:00,2025-09-21 03:30:00,9.18,11.28,,,247.66,0.01,9.61,15.54,3.04,3.34
1758409200,2025-09-20 23:00:00,2025-09-21 04:30:00,9.0,10.81,,,244.69,0.01,9.04,14.63,3.17,2.99
1758412800,2025-09-21 00:00:00,2025-09-21 05:30:00,8.92,10.56,,,241.83,0.01,8.75,13.7,3.07,2.74
1758416400,2025-09-21 01:00:00,2025-09-21 06:30:00,9.05,10.82,,,239.28,0.02,8.77,12.71,2.8,2.84
1758420000,2025-09-21 02:00:00,2025-09-21 07:30:00,9.69,12.07,,,243.1,0.29,9.28,11.89,3.03,3.18
1758423600,2025-09-21 03:00:00,2025-09-21 08:30:00,10.61,13.51,,,245.39,1.3,9.5,12.71,4.24,3.28
1758427200,2025-09-21 04:00:00,2025-09-21 09:30:00,10.45,13.44,,,222.94,2.36,8.87,16.83,7.17,2.73
1758430800,2025-09-21 05:00:00,2025-09-21 10:30:00,9.46,12.63,,,207.34,2.63,7.8,22.2,8.4,2.8
1758434400,2025-09-21 06:00:00,2025-09-21 11:30:00,9.71,12.98,,,195.76,2.44,6.76,30.89,9.09,2.9
1758438000,2025-09-21 07:00:00,2025-09-21 12:30:00,9.79,12.6,,,168.62,1.49,6.41,38.37,10.2,2.49
1758441600,2025-09-21 08:00:00,2025-09-21 13:30:00,8.47,10.81,,,151.52,0.76,6.22,39.55,9.12,2.27
1758445200,2025-09-21 09:00:00,2025-09-21 14:30:00,7.43,9.55,,,145.53,0.5,6.53,38.85,8.87,2.23
1758448800,2025-09-21 10:00:00,2025-09-21 15:30:00,6.71,8.68,,,147.31,0.4,7.35,36.92,9.02,2.52
1758452400,2025-09-21 11:00:00,2025-09-21 16:30:00,6.26,8.19,,,157.23,0.34,8.82,33.14,8.84,3.15
1758456000,2025-09-21 12:00:00,2025-09-21 17:30:00,5.98,7.91,,,170.94,0.18,11.02,28.76,8.67,3.54
1758459600,2025-09-21 13:00:00,2025-09-21 18:30:00,6.16,8.42,,,191.67,0.03,13.54,23.63,7.96,4.06
1758463200,2025-09-21 14:00:00,2025-09-21 19:30:00,6.7,9.7,,,219.97,0.04,15.57,18.96,7.51,4.55
1758466800,2025-09-21 15:00:00,2025-09-21 20:30:00,7.16,10.86,,,242.14,0.09,16.38,15.79,7.44,4.49
1758470400,2025-09-21 16:00:00,2025-09-21 21:30:00,7.61,11.7,,,255.35,0.13,16.26,13.56,7.19,4.31
1758474000,2025-09-21 17:00:00,2025-09-21 22:30:00,8.33,12.68,,,266.68,0.15,16.14,11.97,6.82,4.27
1758477600,2025-09-21 18:00:00,2025-09-21 23:30:00,9.06,13.32,,,270.9,0.13,15.83,10.77,6.27,4.01
1758481200,2025-09-21 19:00:00,2025-09-22 00:30:00,9.52,13.46,,,265.28,0.06,14.98,10.2,5.43,3.68
1758484800,2025-09-21 20:00:00,2025-09-22 01:30:00,9.9,13.71,,,261.17,0.04,13.76,9.87,4.53,3.57
1758488400,2025-09-21 21:00:00,2025-09-22 02:30:00,10.05,13.73,,,257.17,0.03,12.53,9.83,3.79,3.53
1758492000,2025-09-21 22:00:00,2025-09-22 03:30:00,9.65,13.03,,,248.37,0.02,11.23,10.58,3.16,3.33
1758495600,2025-09-21 23:00:00,2025-09-22 04:30:00,8.94,11.94,,,235.96,0.01,10.09,11.44,2.72,3.17
1758499200,2025-09-22 00:00:00,2025-09-22 05:30:00,8.19,10.81,,,223.36,0.01,9.32,12.18,2.51,3.06
1758502800,2025-09-22 01:00:00,2025-09-22 06:30:00,7.61,10.07,,,214.59,0.03,9.02,12.47,2.54,3.1
1758506400,2025-09-22 02:00:00,2025-09-22 07:30:00,7.49,10.38,,,218.87,0.59,8.96,12.56,2.97,3.46
1758510000,2025-09-22 03:00:00,2025-09-22 08:30:00,7.71,11.27,,,229.76,2.47,7.9,14.92,3.95,3.88
1758513600,2025-09-22 04:00:00,2025-09-22 09:30:00,7.61,11.45,,,223.82,3.06,7.99,19.02,6.64,3.89
1758517200,2025-09-22 05:00:00,2025-09-22 10:30:00,7.9,11.91,,,212.65,2.5,8.16,25.01,7.83,3.83
1758520800,2025-09-22 06:00:00,2025-09-22 11:30:00,9.64,13.72,,,200.42,1.62,8.13,33.44,8.68,3.64
1758524400,2025-09-22 07:00:00,2025-09-22 12:30:00,7.2,10.01,,,153.16,0.57,6.86,36.0,8.8,2.03
1758528000,2025-09-22 08:00:00,2025-09-22 13:30:00,4.27,6.2,,,133.06,0.37,6.05,33.12,8.11,1.5
1758531600,2025-09-22 09:00:00,2025-09-22 14:30:00,3.18,4.83,,,129.64,0.32,6.15,31.84,7.99,1.49
1758535200,2025-09-22 10:00:00,2025-09-22 15:30:00,2.88,4.47,,,136.91,0.31,7.24,29.73,8.66,1.93
1758538800,2025-09-22 11:00:00,2025-09-22 16:30:00,3.13,4.93,,,154.09,0.28,9.41,26.5,9.21,2.78
1758542400,2025-09-22 12:00:00,2025-09-22 17:30:00,3.63,5.73,,,175.04,0.17,12.28,23.28,9.67,3.54
1758546000,2025-09-22 13:00:00,2025-09-22 18:30:00,4.45,6.93,,,197.59,0.07,15.1,20.25,10.4,4.11
1758549600,2025-09-22 14:00:00,2025-09-22 19:30:00,5.54,8.49,,,216.44,0.06,16.79,18.57,11.65,4.35
1758553200,2025-09-22 15:00:00,2025-09-22 20:30:00,6.63,9.91,,,227.09,0.05,17.62,18.0,12.93,4.26
1758556800,2025-09-22 16:00:00,2025-09-22 21:30:00,7.82,11.33,,,237.06,0.05,17.97,17.14,12.24,4.16
1758560400,2025-09-22 17:00:00,2025-09-22 22:30:00,9.24,13.14,,,257.32,0.08,18.43,15.8,10.64,4.2
1758564000,2025-09-22 18:00:00,2025-09-22 23:30:00,10.21,14.16,,,272.14,0.12,18.26,14.45,8.75,4.06
1758567600,2025-09-22 19:00:00,2025-09-23 00:30:00,10.43,14.1,,,271.73,0.13,16.88,13.57,6.39,3.92
1758571200,2025-09-22 20:00:00,2025-09-23 01:30:00,10.06,13.57,,,263.41,0.1,14.58,13.62,4.57,3.84
1758574800,2025-09-22 21:00:00,2025-09-23 02:30:00,9.26,12.58,,,252.28,0.06,12.42,13.9,3.3,3.77
1758578400,2025-09-22 22:00:00,2025-09-23 03:30:00,8.33,11.42,,,243.44,0.05,10.89,13.8,2.49,3.6
1758582000,2025-09-22 23:00:00,2025-09-23 04:30:00,8.03,11.04,,,240.03,0.06,10.24,12.96,2.16,3.44
1758585600,2025-09-23 00:00:00,2025-09-23 05:30:00,8.41,11.53,,,238.49,0.07,10.18,12.05,2.19,3.32
1758589200,2025-09-23 01:00:00,2025-09-23 06:30:00,8.97,12.37,,,237.52,0.1,10.51,11.35,2.44,3.39
1758592800,2025-09-23 02:00:00,2025-09-23 07:30:00,9.06,13.07,,,241.79,0.87,10.15,11.64,2.78,3.77
1758596400,2025-09-23 03:00:00,2025-09-23 08:30:00,8.66,13.06,,,244.88,2.52,8.73,13.94,3.29,4.01
1758600000,2025-09-23 04:00:00,2025-09-23 09:30:00,8.57,12.76,,,224.89,3.6,7.39,18.79,5.97,3.46
1758603600,2025-09-23 05:00:00,2025-09-23 10:30:00,8.75,13.01,,,208.9,3.23,7.18,23.97,7.67,3.19
1758607200,2025-09-23 06:00:00,2025-09-23 11:30:00,10.55,14.85,,,195.3,2.59,7.44,31.24,10.07,2.91
