timestamp_unix,timestamp_utc,timestamp_ist,pm2_5,pm10,temp_c,humidity,co,no,no2,o3,so2,nh3
1762189200,2025-11-03 17:00:00,2025-11-03 22:30:00,52.68,64.96,,,485.09,0.0,15.17,57.45,4.94,1.53
1762192800,2025-11-03 18:00:00,2025-11-03 23:30:00,52.57,65.21,,,486.21,0.0,14.6,52.71,4.58,1.35
1762196400,2025-11-03 19:00:00,2025-11-04 00:30:00,51.15,63.35,,,467.27,0.0,13.7,48.36,4.43,1.09
1762200000,2025-11-03 20:00:00,2025-11-04 01:30:00,50.09,61.93,,,446.7,0.0,12.56,44.94,4.38,0.96
1762203600,2025-11-03 21:00:00,2025-11-04 02:30:00,49.44,61.1,,,428.59,0.0,11.43,42.45,4.48,0.91
1762207200,2025-11-03 22:00:00,2025-11-04 03:30:00,49.16,60.7,,,414.46,0.0,10.67,40.12,4.76,0.86
1762210800,2025-11-03 23:00:00,2025-11-04 04:30:00,49.22,60.74,,,409.57,0.0,10.22,36.95,4.67,0.86
1762214400,2025-11-04 00:00:00,2025-11-04 05:30:00,49.29,60.78,,,411.36,0.0,10.05,33.29,4.3,0.88
1762218000,2025-11-04 01:00:00,2025-11-04 06:30:00,48.77,60.3,,,418.53,0.02,10.39,29.49,4.05,0.94
1762221600,2025-11-04 02:00:00,2025-11-04 07:30:00,48.56,60.71,,,443.31,0.58,11.72,26.18,4.53,1.22
1762225200,2025-11-04 03:00:00,2025-11-04 08:30:00,48.31,60.92,,,469.82,2.55,11.92,28.81,5.9,1.48
1762228800,2025-11-04 04:00:00,2025-11-04 09:30:00,44.25,55.47,,,429.69,1.92,11.57,43.51,8.75,1.11
1762232400,2025-11-04 05:00:00,2025-11-04 10:30:00,42.32,53.05,,,426.32,1.78,10.8,55.01,9.57,1.25
1762236000,2025-11-04 06:00:00,2025-11-04 11:30:00,45.32,55.57,,,425.61,1.31,9.18,74.17,9.53,1.39
1762239600,2025-11-04 07:00:00,2025-11-04 12:30:00,35.32,42.12,,,330.77,0.63,5.95,91.34,10.03,0.52
1762243200,2025-11-04 08:00:00,2025-11-04 13:30:00,28.22,32.97,,,283.33,0.32,4.15,97.38,8.39,0.28
1762246800,2025-11-04 09:00:00,2025-11-04 14:30:00,25.86,29.95,,,274.62,0.23,3.79,100.69,7.33,0.28
1762250400,2025-11-04 10:00:00,2025-11-04 15:30:00,25.96,30.46,,,304.88,0.41,6.15,93.05,6.31,0.76
1762254000,2025-11-04 11:00:00,2025-11-04 16:30:00,27.8,33.59,,,368.6,0.69,11.33,79.01,5.47,1.65
1762257600,2025-11-04 12:00:00,2025-11-04 17:30:00,29.76,36.96,,,442.58,0.39,18.81,64.88,5.12,2.37
1762261200,2025-11-04 13:00:00,2025-11-04 18:30:00,32.36,41.31,,,510.97,0.02,24.5,53.98,5.08,2.82
1762264800,2025-11-04 14:00:00,2025-11-04 19:30:00,35.73,46.51,,,560.6,0.06,25.45,49.22,5.16,2.96
1762268400,2025-11-04 15:00:00,2025-11-04 20:30:00,39.14,51.23,,,591.55,0.09,24.18,47.39,5.25,2.87
1762272000,2025-11-04 16:00:00,2025-11-04 21:30:00,41.84,54.05,,,599.1,0.12,21.34,47.65,5.14,2.41
1762275600,2025-11-04 17:00:00,2025-11-04 22:30:00,44.81,57.57,,,621.41,0.21,19.64,45.57,4.86,2.13
1762279200,2025-11-04 18:00:00,2025-11-04 23:30:00,46.72,59.65,,,632.38,0.27,18.45,43.37,4.48,1.88
1762282800,2025-11-04 19:00:00,2025-11-05 00:30:00,46.86,58.71,,,624.98,0.21,17.17,40.43,4.47,1.51
1762286400,2025-11-04 20:00:00,2025-11-05 01:30:00,46.97,57.53,,,618.71,0.1,15.34,37.55,4.7,1.22
1762290000,2025-11-04 21:00:00,2025-11-05 02:30:00,46.95,55.78,,,612.62,0.04,13.35,36.81,5.27,1.03
1762293600,2025-11-04 22:00:00,2025-11-05 03:30:00,46.26,53.15,,,596.7,0.01,11.52,36.8,5.4,0.83
1762297200,2025-11-04 23:00:00,2025-11-05 04:30:00,46.62,52.56,,,600.16,0.01,10.65,34.02,5.02,0.76
1762300800,2025-11-05 00:00:00,2025-11-05 05:30:00,47.05,52.48,,,603.86,0.01,10.16,32.59,4.84,0.76
1762304400,2025-11-05 01:00:00,2025-11-05 06:30:00,47.56,53.08,,,593.69,0.02,9.76,33.96,4.52,0.77
1762308000,2025-11-05 02:00:00,2025-11-05 07:30:00,48.43,55.04,,,592.37,0.47,10.39,35.31,4.42,0.86
1762311600,2025-11-05 03:00:00,2025-11-05 08:30:00,49.91,57.78,,,600.14,1.98,10.99,39.85,4.68,0.94
1762315200,2025-11-05 04:00:00,2025-11-05 09:30:00,38.96,44.21,,,409.03,1.36,7.98,69.16,8.9,0.05
1762318800,2025-11-05 05:00:00,2025-11-05 10:30:00,37.36,42.04,,,373.08,1.25,6.81,82.86,10.16,0.02
1762322400,2025-11-05 06:00:00,2025-11-05 11:30:00,40.94,45.4,,,365.3,0.98,5.63,98.64,10.51,0.0
1762326000,2025-11-05 07:00:00,2025-11-05 12:30:00,42.13,45.8,,,340.85,0.68,4.93,111.54,12.52,0.0
1762329600,2025-11-05 08:00:00,2025-11-05 13:30:00,41.83,45.0,,,328.4,0.36,3.82,119.55,11.33,0.0
1762333200,2025-11-05 09:00:00,2025-11-05 14:30:00,41.55,44.51,,,327.82,0.24,3.56,123.77,10.63,0.0
1762336800,2025-11-05 10:00:00,2025-11-05 15:30:00,42.5,45.64,,,339.61,0.27,4.46,121.83,9.8,0.02
1762340400,2025-11-05 11:00:00,2025-11-05 16:30:00,44.91,48.67,,,365.89,0.32,6.71,116.96,9.02,0.08
1762344000,2025-11-05 12:00:00,2025-11-05 17:30:00,45.98,50.42,,,398.12,0.12,10.42,109.32,8.63,0.28
1762347600,2025-11-05 13:00:00,2025-11-05 18:30:00,47.11,52.84,,,449.35,0.0,14.77,95.57,7.79,0.76
1762351200,2025-11-05 14:00:00,2025-11-05 19:30:00,48.87,56.83,,,519.6,0.0,18.54,78.34,7.04,1.34
1762354800,2025-11-05 15:00:00,2025-11-05 20:30:00,49.95,60.2,,,581.59,0.0,20.06,63.94,6.92,1.86
1762358400,2025-11-05 16:00:00,2025-11-05 21:30:00,50.07,61.71,,,619.92,0.0,19.67,53.04,6.18,1.91
1762362000,2025-11-05 17:00:00,2025-11-05 22:30:00,50.25,62.22,,,649.03,0.0,18.94,46.11,5.55,1.72
1762365600,2025-11-05 18:00:00,2025-11-05 23:30:00,49.26,59.85,,,650.33,0.0,17.67,43.0,5.43,1.29
1762369200,2025-11-05 19:00:00,2025-11-06 00:30:00,45.01,52.02,,,586.31,0.0,13.88,46.54,5.48,0.69
1762372800,2025-11-05 20:00:00,2025-11-06 01:30:00,42.65,48.26,,,557.06,0.0,11.9,44.05,5.14,0.55
1762376400,2025-11-05 21:00:00,2025-11-06 02:30:00,40.86,45.5,,,532.99,0.0,10.16,41.51,4.79,0.52
1762380000,2025-11-05 22:00:00,2025-11-06 03:30:00,38.76,42.69,,,510.68,0.0,8.65,39.81,4.81,0.49
1762383600,2025-11-05 23:00:00,2025-11-06 04:30:00,36.32,39.66,,,489.4,0.0,7.56,38.04,4.96,0.43
1762387200,2025-11-06 00:00:00,2025-11-06 05:30:00,34.3,37.19,,,473.75,0.0,6.95,36.38,5.13,0.43
1762390800,2025-11-06 01:00:00,2025-11-06 06:30:00,32.99,35.96,,,466.45,0.01,6.95,35.2,4.91,0.45
1762394400,2025-11-06 02:00:00,2025-11-06 07:30:00,31.7,35.63,,,476.92,0.2,8.01,33.91,4.53,0.57
1762398000,2025-11-06 03:00:00,2025-11-06 08:30:00,29.9,34.74,,,491.9,0.98,8.89,36.71,4.31,0.71
1762401600,2025-11-06 04:00:00,2025-11-06 09:30:00,25.92,30.36,,,465.62,1.01,8.51,53.34,5.73,0.46
1762405200,2025-11-06 05:00:00,2025-11-06 10:30:00,23.65,27.68,,,449.7,0.84,8.04,64.17,6.27,0.45
1762408800,2025-11-06 06:00:00,2025-11-06 11:30:00,22.15,25.74,,,439.45,0.61,7.62,71.1,6.18,0.49
1762412400,2025-11-06 07:00:00,2025-11-06 12:30:00,17.41,19.87,,,403.81,0.4,6.4,83.23,7.0,0.22
1762416000,2025-11-06 08:00:00,2025-11-06 13:30:00,15.95,18.02,,,394.24,0.34,5.51,90.65,6.46,0.2
1762419600,2025-11-06 09:00:00,2025-11-06 14:30:00,16.46,18.45,,,399.86,0.28,5.28,96.27,5.96,0.25
1762423200,2025-11-06 10:00:00,2025-11-06 15:30:00,17.85,20.0,,,412.48,0.27,6.07,95.6,5.16,0.43
1762426800,2025-11-06 11:00:00,2025-11-06 16:30:00,19.92,22.51,,,436.62,0.23,8.37,90.27,4.73,0.65
1762430400,2025-11-06 12:00:00,2025-11-06 17:30:00,22.35,25.42,,,465.45,0.07,11.59,85.56,4.76,0.8
1762434000,2025-11-06 13:00:00,2025-11-06 18:30:00,26.68,31.03,,,513.14,0.0,15.45,78.47,4.66,1.16
1762437600,2025-11-06 14:00:00,2025-11-06 19:30:00,31.43,37.9,,,571.47,0.0,18.41,68.93,4.67,1.73
1762441200,2025-11-06 15:00:00,2025-11-06 20:30:00,35.23,43.85,,,621.62,0.0,19.49,61.92,4.98,2.43
1762444800,2025-11-06 16:00:00,2025-11-06 21:30:00,38.72,48.97,,,655.46,0.0,19.11,56.94,5.11,2.84
1762448400,2025-11-06 17:00:00,2025-11-06 22:30:00,41.55,52.92,,,684.38,0.0,17.9,51.08,4.47,2.53
1762452000,2025-11-06 18:00:00,2025-11-06 23:30:00,43.62,55.03,,,699.5,0.0,16.75,45.87,3.59,1.8
1762455600,2025-11-06 19:00:00,2025-11-07 00:30:00,43.56,53.52,,,686.46,0.0,14.84,41.94,2.73,1.12
1762459200,2025-11-06 20:00:00,2025-11-07 01:30:00,43.14,51.96,,,669.49,0.0,12.68,39.08,2.24,0.87
1762462800,2025-11-06 21:00:00,2025-11-07 02:30:00,42.98,50.99,,,652.05,0.0,10.68,38.0,2.03,0.74
1762466400,2025-11-06 22:00:00,2025-11-07 03:30:00,42.13,49.42,,,631.94,0.0,9.03,37.78,1.96,0.67
1762470000,2025-11-06 23:00:00,2025-11-07 04:30:00,40.28,47.08,,,615.03,0.0,8.01,35.08,1.75,0.71
1762473600,2025-11-07 00:00:00,2025-11-07 05:30:00,37.93,44.57,,,601.99,0.0,7.55,31.52,1.55,0.78
1762477200,2025-11-07 01:00:00,2025-11-07 06:30:00,35.99,42.69,,,593.73,0.01,7.76,28.39,1.7,0.85
1762480800,2025-11-07 02:00:00,2025-11-07 07:30:00,35.57,43.06,,,611.15,0.29,9.45,25.99,2.26,1.09
1762484400,2025-11-07 03:00:00,2025-11-07 08:30:00,36.41,44.5,,,633.77,1.41,10.97,29.52,3.02,1.23
1762488000,2025-11-07 04:00:00,2025-11-07 09:30:00,37.27,41.65,,,468.77,0.35,7.31,84.92,7.51,0.02
1762491600,2025-11-07 05:00:00,2025-11-07 10:30:00,35.16,38.54,,,416.48,0.26,5.81,95.32,7.15,0.0
1762495200,2025-11-07 06:00:00,2025-11-07 11:30:00,33.26,36.23,,,393.99,0.24,5.07,99.6,6.61,0.0
1762498800,2025-11-07 07:00:00,2025-11-07 12:30:00,34.77,37.89,,,394.68,0.38,4.86,103.56,6.64,0.05
1762502400,2025-11-07 08:00:00,2025-11-07 13:30:00,38.97,42.5,,,411.04,0.41,5.5,103.95,6.86,0.22
1762506000,2025-11-07 09:00:00,2025-11-07 14:30:00,42.72,46.34,,,429.06,0.41,6.41,102.36,6.97,0.33
1762509600,2025-11-07 10:00:00,2025-11-07 15:30:00,45.74,49.58,,,453.71,0.41,8.22,93.8,6.18,0.4
1762513200,2025-11-07 11:00:00,2025-11-07 16:30:00,48.7,53.15,,,492.67,0.34,11.6,82.88,5.47,0.56
1762516800,2025-11-07 12:00:00,2025-11-07 17:30:00,50.3,55.32,,,536.22,0.1,16.48,74.24,5.45,0.9
1762520400,2025-11-07 13:00:00,2025-11-07 18:30:00,51.99,58.2,,,587.42,0.0,21.46,66.04,5.49,1.46
1762524000,2025-11-07 14:00:00,2025-11-07 19:30:00,54.02,62.2,,,638.54,0.0,23.75,58.03,5.3,1.88
1762527600,2025-11-07 15:00:00,2025-11-07 20:30:00,55.74,65.95,,,675.28,0.0,23.29,52.46,5.1,2.04
1762531200,2025-11-07 16:00:00,2025-11-07 21:30:00,56.27,68.02,,,691.99,0.01,21.55,48.71,4.88,2.35
1762534800,2025-11-07 17:00:00,2025-11-07 22:30:00,56.88,70.1,,,709.92,0.02,20.99,44.66,4.82,2.96
1762538400,2025-11-07 18:00:00,2025-11-07 23:30:00,57.23,71.0,,,721.3,0.03,21.15,39.7,4.48,3.16
1762542000,2025-11-07 19:00:00,2025-11-08 00:30:00,56.3,68.88,,,711.12,0.02,20.5,34.6,3.71,3.0
1762545600,2025-11-07 20:00:00,2025-11-08 01:30:00,55.5,66.59,,,692.5,0.01,17.93,30.63,2.92,2.66
1762549200,2025-11-07 21:00:00,2025-11-08 02:30:00,55.08,64.69,,,676.19,0.01,15.03,27.04,2.21,2.14
1762552800,2025-11-07 22:00:00,2025-11-08 03:30:00,53.65,61.69,,,669.04,0.02,12.72,22.64,1.57,1.43
1762556400,2025-11-07 23:00:00,2025-11-08 04:30:00,53.24,60.64,,,674.61,0.02,11.39,18.96,1.29,1.17
1762560000,2025-11-08 00:00:00,2025-11-08 05:30:00,53.7,60.81,,,680.42,0.03,10.54,17.8,1.17,1.01
1762563600,2025-11-08 01:00:00,2025-11-08 06:30:00,53.73,60.54,,,665.71,0.07,9.49,20.85,1.3,0.86
1762567200,2025-11-08 02:00:00,2025-11-08 07:30:00,54.38,61.83,,,666.36,0.68,9.27,23.75,1.71,0.91
1762570800,2025-11-08 03:00:00,2025-11-08 08:30:00,56.79,65.09,,,677.53,2.23,8.92,34.63,2.2,0.98
1762574400,2025-11-08 04:00:00,2025-11-08 09:30:00,47.38,52.26,,,372.93,0.46,3.85,108.45,7.98,0.0
1762578000,2025-11-08 05:00:00,2025-11-08 10:30:00,39.84,43.89,,,303.12,0.25,2.08,120.23,6.34,0.0
1762581600,2025-11-08 06:00:00,2025-11-08 11:30:00,37.97,41.67,,,282.33,0.18,1.55,124.23,5.39,0.0
1762585200,2025-11-08 07:00:00,2025-11-08 12:30:00,37.05,40.41,,,273.96,0.15,1.41,126.94,4.86,0.0
1762588800,2025-11-08 08:00:00,2025-11-08 13:30:00,36.03,39.03,,,268.3,0.14,1.46,127.34,4.57,0.0
1762592400,2025-11-08 09:00:00,2025-11-08 14:30:00,35.02,37.72,,,265.24,0.13,1.65,127.68,4.55,0.0
1762596000,2025-11-08 10:00:00,2025-11-08 15:30:00,35.31,38.1,,,270.68,0.17,2.45,124.98,4.66,0.0
1762599600,2025-11-08 11:00:00,2025-11-08 16:30:00,37.12,40.31,,,284.93,0.2,4.03,120.32,5.09,0.07
1762603200,2025-11-08 12:00:00,2025-11-08 17:30:00,38.31,41.82,,,300.7,0.07,6.33,114.66,5.58,0.17
1762606800,2025-11-08 13:00:00,2025-11-08 18:30:00,38.62,42.45,,,315.94,0.0,7.91,108.36,5.81,0.35
1762610400,2025-11-08 14:00:00,2025-11-08 19:30:00,38.24,42.51,,,328.12,0.0,8.41,102.03,5.81,0.57
1762614000,2025-11-08 15:00:00,2025-11-08 20:30:00,37.3,41.98,,,335.91,0.0,8.18,96.36,5.75,0.7
1762617600,2025-11-08 16:00:00,2025-11-08 21:30:00,35.96,40.99,,,338.35,0.0,7.7,89.94,5.44,0.74
1762621200,2025-11-08 17:00:00,2025-11-08 22:30:00,35.6,41.18,,,349.91,0.0,7.69,82.93,4.89,0.79
1762624800,2025-11-08 18:00:00,2025-11-08 23:30:00,35.71,41.63,,,359.52,0.0,7.8,76.74,4.29,0.7
1762628400,2025-11-08 19:00:00,2025-11-09 00:30:00,35.91,41.73,,,362.37,0.0,7.55,71.08,3.62,0.54
1762632000,2025-11-08 20:00:00,2025-11-09 01:30:00,36.52,42.29,,,364.08,0.0,6.89,66.75,3.12,0.46
1762635600,2025-11-08 21:00:00,2025-11-09 02:30:00,37.19,42.94,,,366.63,0.0,6.16,63.05,2.76,0.45
1762639200,2025-11-08 22:00:00,2025-11-09 03:30:00,38.12,43.91,,,369.97,0.0,5.66,57.78,2.46,0.48
1762642800,2025-11-08 23:00:00,2025-11-09 04:30:00,39.76,45.69,,,376.82,0.0,5.42,51.77,2.21,0.53
1762646400,2025-11-09 00:00:00,2025-11-09 05:30:00,41.87,47.99,,,386.04,0.0,5.39,46.32,2.07,0.56
1762650000,2025-11-09 01:00:00,2025-11-09 06:30:00,43.64,49.98,,,393.6,0.0,5.62,42.35,2.13,0.6
1762653600,2025-11-09 02:00:00,2025-11-09 07:30:00,45.27,52.3,,,410.51,0.27,6.52,40.56,2.6,0.8
1762657200,2025-11-09 03:00:00,2025-11-09 08:30:00,46.78,54.41,,,424.24,1.26,6.77,47.58,3.5,0.92
1762660800,2025-11-09 04:00:00,2025-11-09 09:30:00,44.05,49.43,,,317.68,0.46,3.58,103.77,7.61,0.02
1762664400,2025-11-09 05:00:00,2025-11-09 10:30:00,46.17,51.03,,,293.01,0.26,2.24,118.53,6.77,0.0
1762668000,2025-11-09 06:00:00,2025-11-09 11:30:00,48.04,52.56,,,283.48,0.18,1.79,125.43,6.36,0.0
1762671600,2025-11-09 07:00:00,2025-11-09 12:30:00,49.79,53.96,,,278.7,0.15,1.67,130.58,6.24,0.0
1762675200,2025-11-09 08:00:00,2025-11-09 13:30:00,50.99,54.94,,,277.7,0.15,1.72,133.22,6.19,0.0
1762678800,2025-11-09 09:00:00,2025-11-09 14:30:00,52.02,55.84,,,278.56,0.15,1.87,135.7,6.19,0.0
1762682400,2025-11-09 10:00:00,2025-11-09 15:30:00,52.72,56.54,,,282.37,0.15,2.29,136.99,6.31,0.0
1762686000,2025-11-09 11:00:00,2025-11-09 16:30:00,52.84,56.73,,,288.91,0.12,3.19,136.0,6.52,0.0
1762689600,2025-11-09 12:00:00,2025-11-09 17:30:00,52.11,56.07,,,296.51,0.03,4.44,133.75,6.67,0.0
1762693200,2025-11-09 13:00:00,2025-11-09 18:30:00,51.25,55.49,,,307.93,0.0,5.62,128.48,6.35,0.0
1762696800,2025-11-09 14:00:00,2025-11-09 19:30:00,51.14,56.01,,,324.69,0.0,6.56,121.05,5.89,0.0
1762700400,2025-11-09 15:00:00,2025-11-09 20:30:00,50.8,56.3,,,338.13,0.0,6.79,114.09,5.6,0.0
1762704000,2025-11-09 16:00:00,2025-11-09 21:30:00,49.99,56.1,,,348.71,0.0,6.85,104.76,5.07,0.14
1762707600,2025-11-09 17:00:00,2025-11-09 22:30:00,49.9,56.82,,,365.66,0.0,7.24,93.9,4.39,0.28
1762711200,2025-11-09 18:00:00,2025-11-09 23:30:00,50.01,57.4,,,377.48,0.0,7.57,84.43,3.76,0.32
1762714800,2025-11-09 19:00:00,2025-11-10 00:30:00,50.17,57.5,,,379.42,0.0,7.43,75.99,3.11,0.3
1762718400,2025-11-09 20:00:00,2025-11-10 01:30:00,50.98,58.37,,,381.22,0.0,6.91,69.97,2.76,0.31
1762722000,2025-11-09 21:00:00,2025-11-10 02:30:00,52.01,59.47,,,381.95,0.0,6.2,65.56,2.57,0.3
1762725600,2025-11-09 22:00:00,2025-11-10 03:30:00,53.27,60.82,,,383.29,0.0,5.65,61.09,2.46,0.34
1762729200,2025-11-09 23:00:00,2025-11-10 04:30:00,55.45,63.19,,,391.6,0.0,5.47,55.47,2.39,0.43
1762732800,2025-11-10 00:00:00,2025-11-10 05:30:00,58.27,66.25,,,403.6,0.0,5.59,50.5,2.43,0.47
1762736400,2025-11-10 01:00:00,2025-11-10 06:30:00,60.68,69.03,,,414.3,0.0,6.09,46.98,2.65,0.48
1762740000,2025-11-10 02:00:00,2025-11-10 07:30:00,63.22,72.64,,,438.44,0.19,7.73,44.88,3.31,0.64
1762743600,2025-11-10 03:00:00,2025-11-10 08:30:00,65.97,76.42,,,458.78,1.15,8.83,50.86,4.49,0.61
1762747200,2025-11-10 04:00:00,2025-11-10 09:30:00,64.88,74.35,,,374.92,0.78,6.76,88.93,9.23,0.01
1762750800,2025-11-10 05:00:00,2025-11-10 10:30:00,64.72,73.52,,,346.27,0.54,5.49,105.66,9.16,0.0
1762754400,2025-11-10 06:00:00,2025-11-10 11:30:00,63.33,71.09,,,326.75,0.32,4.62,117.2,8.54,0.0
1762758000,2025-11-10 07:00:00,2025-11-10 12:30:00,53.81,59.23,,,288.62,0.18,3.33,127.27,7.5,0.0
1762761600,2025-11-10 08:00:00,2025-11-10 13:30:00,48.53,52.72,,,274.81,0.16,2.87,129.78,6.7,0.0
1762765200,2025-11-10 09:00:00,2025-11-10 14:30:00,47.36,51.02,,,273.17,0.14,2.92,132.34,6.51,0.0
1762768800,2025-11-10 10:00:00,2025-11-10 15:30:00,47.56,50.99,,,276.45,0.12,3.39,134.4,6.55,0.0
1762772400,2025-11-10 11:00:00,2025-11-10 16:30:00,48.06,51.37,,,284.32,0.09,4.43,135.02,6.81,0.0
1762776000,2025-11-10 12:00:00,2025-11-10 17:30:00,47.94,51.09,,,293.38,0.02,5.79,134.15,6.98,0.0
1762779600,2025-11-10 13:00:00,2025-11-10 18:30:00,46.61,49.65,,,302.37,0.0,6.66,130.73,6.82,0.0
1762783200,2025-11-10 14:00:00,2025-11-10 19:30:00,45.02,48.23,,,313.61,0.0,7.03,125.93,6.59,0.0
1762786800,2025-11-10 15:00:00,2025-11-10 20:30:00,43.23,46.73,,,322.56,0.0,6.93,120.5,6.46,0.0
1762790400,2025-11-10 16:00:00,2025-11-10 21:30:00,41.2,45.14,,,330.17,0.0,6.72,112.85,5.95,0.07
1762794000,2025-11-10 17:00:00,2025-11-10 22:30:00,40.49,45.22,,,344.15,0.0,6.85,104.53,5.22,0.23
1762797600,2025-11-10 18:00:00,2025-11-10 23:30:00,40.64,46.0,,,353.46,0.0,6.94,97.25,4.52,0.3
1762801200,2025-11-10 19:00:00,2025-11-11 00:30:00,41.2,46.68,,,353.95,0.0,6.61,91.37,3.87,0.24
1762804800,2025-11-10 20:00:00,2025-11-11 01:30:00,41.98,47.45,,,351.95,0.0,5.85,87.3,3.39,0.2
1762808400,2025-11-10 21:00:00,2025-11-11 02:30:00,42.54,47.96,,,349.71,0.0,5.07,84.29,3.03,0.18
1762812000,2025-11-10 22:00:00,2025-11-11 03:30:00,42.79,47.97,,,348.96,0.0,4.57,78.68,2.9,0.24
1762815600,2025-11-10 23:00:00,2025-11-11 04:30:00,43.04,48.05,,,351.84,0.0,4.35,72.22,2.69,0.33
1762819200,2025-11-11 00:00:00,2025-11-11 05:30:00,43.24,48.22,,,356.37,0.0,4.38,67.24,2.55,0.46
1762822800,2025-11-11 01:00:00,2025-11-11 06:30:00,42.91,48.09,,,362.42,0.0,4.86,64.09,2.54,0.58
1762826400,2025-11-11 02:00:00,2025-11-11 07:30:00,42.62,48.62,,,385.71,0.05,6.84,60.76,2.86,0.7
1762830000,2025-11-11 03:00:00,2025-11-11 08:30:00,41.46,47.81,,,400.81,0.37,8.68,63.55,3.53,0.61
1762833600,2025-11-11 04:00:00,2025-11-11 09:30:00,33.54,37.89,,,326.73,0.27,6.42,94.63,5.9,0.03
1762837200,2025-11-11 05:00:00,2025-11-11 10:30:00,29.09,32.57,,,302.72,0.24,5.54,104.22,5.58,0.0
1762840800,2025-11-11 06:00:00,2025-11-11 11:30:00,26.29,29.12,,,286.87,0.2,4.61,111.44,5.18,0.0
1762844400,2025-11-11 07:00:00,2025-11-11 12:30:00,21.23,23.23,,,269.03,0.17,3.11,121.76,4.43,0.0
1762848000,2025-11-11 08:00:00,2025-11-11 13:30:00,18.48,20.03,,,259.45,0.17,2.22,127.29,3.88,0.0
1762851600,2025-11-11 09:00:00,2025-11-11 14:30:00,19.24,20.71,,,256.94,0.16,1.99,130.87,3.82,0.0
1762855200,2025-11-11 10:00:00,2025-11-11 15:30:00,22.17,23.85,,,261.58,0.17,2.41,132.3,4.05,0.0
1762858800,2025-11-11 11:00:00,2025-11-11 16:30:00,26.03,28.14,,,271.94,0.15,3.63,130.19,4.51,0.0
1762862400,2025-11-11 12:00:00,2025-11-11 17:30:00,29.27,31.84,,,282.87,0.04,5.35,126.22,4.92,0.02
1762866000,2025-11-11 13:00:00,2025-11-11 18:30:00,32.1,35.38,,,292.22,0.0,6.54,119.89,5.1,0.05
1762869600,2025-11-11 14:00:00,2025-11-11 19:30:00,34.81,39.06,,,302.65,0.0,7.12,113.09,5.22,0.12
1762873200,2025-11-11 15:00:00,2025-11-11 20:30:00,37.14,42.27,,,310.31,0.0,7.09,107.48,5.26,0.16
1762876800,2025-11-11 16:00:00,2025-11-11 21:30:00,38.03,43.82,,,313.53,0.0,6.8,101.44,4.88,0.2
1762880400,2025-11-11 17:00:00,2025-11-11 22:30:00,38.58,45.14,,,322.25,0.0,6.83,94.84,4.31,0.31
1762884000,2025-11-11 18:00:00,2025-11-11 23:30:00,39.37,46.46,,,328.75,0.0,6.95,88.97,3.81,0.35
1762887600,2025-11-11 19:00:00,2025-11-12 00:30:00,40.24,47.41,,,325.51,0.0,6.59,84.24,3.35,0.25
1762891200,2025-11-11 20:00:00,2025-11-12 01:30:00,41.69,49.01,,,318.72,0.0,5.71,82.14,3.18,0.12
1762894800,2025-11-11 21:00:00,2025-11-12 02:30:00,43.7,51.36,,,310.18,0.0,4.79,81.8,3.26,0.01
1762898400,2025-11-11 22:00:00,2025-11-12 03:30:00,46.32,54.34,,,305.56,0.0,4.2,81.02,3.53,0.0
1762902000,2025-11-11 23:00:00,2025-11-12 04:30:00,49.53,57.91,,,306.41,0.0,3.94,78.25,3.48,0.0
1762905600,2025-11-12 00:00:00,2025-11-12 05:30:00,52.86,61.67,,,309.61,0.0,3.93,75.0,3.4,0.0
1762909200,2025-11-12 01:00:00,2025-11-12 06:30:00,55.77,64.76,,,312.86,0.0,4.28,71.96,3.54,0.0
1762912800,2025-11-12 02:00:00,2025-11-12 07:30:00,59.15,68.74,,,324.81,0.05,5.69,69.97,4.02,0.01
1762916400,2025-11-12 03:00:00,2025-11-12 08:30:00,62.51,72.83,,,328.41,0.4,6.95,74.06,4.94,0.0
1762920000,2025-11-12 04:00:00,2025-11-12 09:30:00,59.54,69.43,,,260.92,0.44,4.64,101.06,7.17,0.0
1762923600,2025-11-12 05:00:00,2025-11-12 10:30:00,53.49,62.8,,,232.78,0.34,3.25,109.87,6.75,0.0
1762927200,2025-11-12 06:00:00,2025-11-12 11:30:00,51.11,60.23,,,215.95,0.23,2.39,115.09,6.2,0.0
1762930800,2025-11-12 07:00:00,2025-11-12 12:30:00,48.66,57.71,,,204.83,0.16,1.73,118.8,5.26,0.0
1762934400,2025-11-12 08:00:00,2025-11-12 13:30:00,46.79,55.9,,,198.55,0.13,1.45,118.87,4.67,0.0
1762938000,2025-11-12 09:00:00,2025-11-12 14:30:00,45.88,55.23,,,195.11,0.13,1.4,117.54,4.32,0.0
1762941600,2025-11-12 10:00:00,2025-11-12 15:30:00,48.02,58.54,,,198.44,0.13,1.74,116.75,4.53,0.0
1762945200,2025-11-12 11:00:00,2025-11-12 16:30:00,54.69,67.77,,,209.94,0.11,2.7,116.89,5.26,0.0
1762948800,2025-11-12 12:00:00,2025-11-12 17:30:00,59.73,74.86,,,222.3,0.03,3.94,115.38,5.72,0.0
1762952400,2025-11-12 13:00:00,2025-11-12 18:30:00,61.62,77.95,,,233.72,0.0,4.74,111.21,5.53,0.0
1762956000,2025-11-12 14:00:00,2025-11-12 19:30:00,60.89,77.55,,,245.81,0.0,5.21,105.77,5.14,0.0
